id,instructions,body
33,"--- Rewrite the following story by replacing the infinitive forms of the verbs in
  parentheses with their past progressive forms.<br><br> Remember to delete the parentheses
  before clicking submit.
...
","--- ""In April of 1961, the Soviet Union successfully launched Yuri Gagarin into space,
  becoming the first nation to accomplish such a feat. Just one week after the successful
  mission was announced, John F. Kennedy sent a letter to his vice president, {+asking-(ask)|115}
  him to look into America's space program, and to write back what he believed NASA
  was capable of {+accomplishing-(accomplish)|116} if they had a few years to prepare.
  His vice president wrote back a week later, {+saying-(say)|116} America was capable
  of {+launching-(launch)|115} a man into space, {+landing-(land)|116} him on the
  moon, and then {+returning-(return)|116} him safely to Earth. President Kennedy
  decided this was the course his country should be taking, and planning began to
  make America the first nation on earth to land a man on the moon.\r\n\r\nOn September
  12th, 1962, just a little over a year after President Kennedy asked Vice President
  Johnson what America could do to rival the Soviet space program, Kennedy gave a
  speech at Rice University in Texas. As Kennedy was {+delivering-(to deliver)|116}
  his speech, known as the \""We Choose the Moon\"" speech, he was {+detailing-(detail)|116}
  why he believed America should be the first to reach the moon. He also promised
  that America would land a man on the moon within the next ten years. When he finished
  his 18 minute speech, President Kennedy officially started the race to the moon.
  He knew the whole world would be {+watching-(to watch)|116} to see which country
  would end up {+being-(to be)|116} the first to reach the moon, and Kennedy intended
  to win.""
"
204,"--- Find and correct all 8 errors.
...
","--- ""A long time ago, there were no stories in the world. Teachers did not have any
  books to read to their students, and parents did not have any tales to tell their
  children before they went to bed at night. The sky god, Nyame, owned all the stories.
  Anansi decided that he would steal the stories from {-nyame+Nyame|43} and bring
  them down to Earth. Nyame said, “I demand that you bring me {-Python Leopard and
  a nest of hornets+Python, Leopard, and a nest of hornets|46}, or I will not give
  you my stories.” Anansi set off on his mission. \r\n\r\nFirst he met Python on the
  morning of {-august 5, 1213+August 5, 1213|45}. He teased Python by saying, “You’re
  not even as long as a tree branch in the tree where you live!” Python got angry
  and decided to stretch out on the tree branch to prove Anansi wrong, but Anansi
  was clever. Once Python was lying on the branch, Anansi tied him to it and took
  him to {-nyame+Nyame|43}.\r\n\r\nTo catch Leopard, {-anansi+Anansi|43} dug a deep
  hole in the ground in the afternoon. When Leopard fell in the hole, Anansi offered
  to help him out with his spider webs. Leopard agreed. When Leopard got out of the
  hole, he was tangled in Anansi’s webs and couldn’t get out. Anansi took him to Nyame.\r\n\r\nAnansi
  created a clever plan to catch the hornets on the following day. He prepared an
  empty container and filled it with water. He poured the water on the hornets’ nest
  and called out, “It’s raining! I have a dry container for you!” The hornets quickly
  flew into that container and Anansi sealed the opening. Then he took the hornets
  to {-nyame+Nyame|43}.\r\n\r\nFinally, Anansi presented Nyame with {-Python Leopard
  and a nest of hornets+Python, Leopard, and a nest of hornets|46}, on {-August 5
  1215+August 5, 1215|42}so she rewarded him by making him the god of all stories.
  \r\n""
"
214,"--- tes 10/9
...
","--- adfads {+14_adfads|23}
...
"
190,"--- ""<br>There are <b>6 errors</b> in this story.  <br><br> <i>How many can you correct?</i><br><br>To
  edit a word, click on it and re-type it.<br><br>""
","--- ""The man and his daughter thanked the sun and went to speak with the cloud. \""Cloud,\""
  the man asked, {+\""Will-\""will|135} you marry my daughter?\""\r\n\r\nThe cloud laughed
  and said, \""I am stronger than the sun, but the wind is even more powerful than
  I am. The wind pushes me this way and that way, so I must go where he blows me.
  If your daughter wants a strong husband, she should {+marry-mary|222} the wind.\""\r\n\r\nThe
  father turned to his daughter and asked, {+\""Daughter,-\""daughter,|135} do you think
  the wind would make a good husband for you?\""\r\n\r\nThe daughter exclaimed, \""Yes,
  Father! {+Let’s-Lets|232} go talk to the wind.\""\r\n\r\nThe father then said to
  the wind, \""Wind, will you marry my daughter?\""\r\n\r\nThe wind scoffed at the man
  and said, \""I used to think I was very strong, but now I know better. Do you see
  that stone wall over there? I have been blowing and blowing against that wall for
  many years, but it {+won’t-wont|97} fall down. The wall is much stronger {+than-then|207}
  me.\""\r\n""
"
218,"--- test
...
","--- ""Many years ago Sun and Water were great friends that both lived on Earth together.
  Sun often visited Water, but Water never went to visit Sun. When Sun asked Water
  why she never {+came-comed|73} to visit him, Water replied that Sun’s house was
  not big enough for her and all her {+children-childs|56} that lived in Water. Water
  told Sun that if he wanted her to visit, he would have to build a house big enough
  for her and all the {+fish-fishes|53} and other creatures. Sun agreed, returned
  home to his wife, Moon, and together they {+built-builded|72} a big house so that
  they could entertain Water.\r\n\r\nThe next day, Sun and Moon asked Water to visit.
  When she arrived, Water {+spoke-speaked|342} to Sun, asking, “Is it safe for me
  to enter?” Sun answered, “Yes, come in, my friend!” Then Water started to flow in,
  followed by all the plants and animals that live in the seas, rivers, and ponds
  of the world. \r\n\r\nSoon, Water was knee-deep, and Water asked Sun, “Is it still
  safe?” Sun answered, “Yes, of course! Come in.” When Water was as tall as a man,
  she asked, “Do you have room for the rest of my friends?” Both Sun his wife, Moon,
  answered, “Yes,” but they never {+knew-knowed|346} how many creatures lived in Water.
  Water was full of +{shrimp,-shrimps,|53} (+salmon,-salmons,|53} and other {+fish.-fishes.|53}\r\n\r\nEventually,
  Water and all her creatures filled the house, so Sun and Moon {+sat-sitted|81} on
  the roof. Water asked Sun again, “Is there still enough room?” This time, Water
  received no reply, so her friends continued to enter Sun and Moon’s house. Water
  soon overflowed out of the windows and doors of the house and streamed over the
  roof. Sun and Moon were forced to go up into the sky, where they have lived ever
  since.""
"
216,"--- Find and correct all 7 errors.
...
","--- ""Many years ago Sun and Water were great friends that both lived {+happily-happy|88}
  on Earth together. Sun often visited Water, but Water never went to visit Sun. When
  Sun asked Water why she never came to visit him in his house, Water replied that
  Sun’s house {+itself-yourself|66} was not big enough for her and her children that
  lived in Water. Water told Sun that if he wanted her to visit, he would have to
  build a house {+large-largely|90} enough for her and all the fish and other creatures.
  Sun agreed, returned home to his wife, Moon, and they built a big house by {+themselves-theyselves|69}
  so that they could entertain Water.\r\n\r\nThe next day, Sun and Moon asked Water
  to visit. When she arrived, Water spoke, “Is it safe for me to enter?” Sun {+cheerfully-cheerfull|88}
  answered, “Yes, come in, my friend!” Then Water started to flow in, followed by
  all the plants and animals that lived in the seas, rivers, and ponds of the world.
  \r\n\r\nSoon, Water was knee-deep and {+nervously-nervous|87} asked Sun, “Is it
  still safe?” Sun answered, “Yes, of course! Come in.” When Water was as tall as
  a man, Water asked, “Do you have room for the rest of my friends?” Both Sun and
  Moon, answered, “Yes,” but they did not know how many creatures lived in Water.\r\n\r\nEventually,
  Water and all her creatures filled the house, and Sun and Moon sat on the roof by
  {+themselves.-himself.|69} Water asked Sun again, “Is there still enough room?”
  This time, Water received no reply, so her friends continued to enter Sun and Moon’s
  house. Water soon overflowed out of the windows and doors of the house and streamed
  over the roof. Sun and Moon were forced to go up into the sky, where they have lived
  ever since.""
"
184,"--- ''
","--- Test edit body.
...
"
29,"--- 'Use the word bank below to fill in the parentheses with a collective noun. <br>To
  make changes, click on the parentheses and type in your answer. <b>Do not delete
  the parentheses.</b> <br><br> Here are some common collective nouns: <b>army</b>
  of ants, <b>crowd</b> of people, <b>panel</b> of judges, <b>pack</b> of wolves,
  <b>pile</b> of trash, <b>flock</b> of ducks, <b>murder</b> of crows, <b>team</b>
  of oxen, <b>swarm</b> of flies, and <b>litter</b> of puppies.'
","--- ""A {+(pack)-()|48} of wolves had to prepare themselves for winter. Their {+(litter)-()|48}
  of puppies were constantly hungry, but there was not much food around. The {+(flock)-()|48}
  of ducks by the lake had already flown south. There was a {+(swarm)-()|48} of flies
  buzzing around in its place. An {+(army)-()|48} of ants made their way back underground.\r\n\r\nThere
  once was a {+(team)-()|48} of oxen in a ranch off in the distance, but they had
  since disappeared. The lay of the land was empty, except for a {+(murder)-()|48}
  of crows passing by in the empty sky. The wolves knew they had to find a new home.\r\n""
"
193,"--- ""<br>Proofread the passage below, making sure that all 12 of the commonly confused
  words are spelled correctly.<br><br>""
","--- ""In 1914, Ernest Shackleton and his crew set off to explore the Antarctic Circle.
  \ As Shackleton's ship sailed closer to the Antarctic Circle, his ship began to
  {+lose-loose|130} speed.  Shackleton realized the sea water was freezing and his
  ship was going to get stuck!  Shackleton tried everything he could think of, but
  he could not shake his ship {+loose-lose|130} from the ice in time to escape. \r\n\r\nIn
  April of 1915, Shackleton decided {+it's-its|127} better to abandon a doomed ship
  {+than-then|129} to try and save it.  He ordered the crew to take all of {+their-there|132}
  supplies {+off-of|128} the ship.  The crew {+then-than|129} took the three lifeboats
  and sailed for the closest piece of land. \r\n\r\nShackleton's crew made it {+to-too|126}
  a nearby island named Elephant Island.  Shackleton told his crew to stay {+there-they're|132}
  and wait for him to come back and rescue them.  He said, {+\""You're-\""Your|131}
  going to have to survive here by yourselves until I come back with help.”  Shackleton
  then set {+off-of|128} to find help.  \r\n\r\nShackleton sailed off in his lifeboat
  looking for help.  When he finally found other people, he asked them to help him
  save his crew {+too-to|126}.  It took Shackleton three tries to make it back to
  his crew, but he never gave up.  He finally managed to get back to Elephant Island
  and save his crew.  Amazingly, every member of Ernest Shackleton's crew survived
  the adventure.\r\n""
"
199,"--- ''
","--- ''
"
201,"--- Find and correct all 13 errors.
...
","--- ""{-An+A|27} long time ago, there were no stories in the world. Teachers did not
  have any books to read to their students, {-but+and|21} parents did not have any
  tales to tell their children before they went to bed at night. The sky god, Nyame,
  owned all the stories. Anansi decided that he would steal the stories from Nyame
  and bring them down to Earth. Nyame said, “I demand that you bring me Python, Leopard,
  and a nest of hornets. If you do this, I will be happy, {-but+so|22} I will give
  you my stories.” Anansi set off on his mission. \r\n\r\nFirst he met Python {-at+in|37}
  the morning. He teased Python by saying, “You’re not even as long as a tree branch
  in the tree where you live!” Python got angry and decided to stretch out on {-those+the|30}
  tree branch to prove Anansi wrong, {-or+but|22} Anasi was clever. Once Python was
  lying on the branch, Anansi tied him to it and took him to Nyame.\r\n\r\nTo catch
  Leopard, Anansi dug a deep hole {-at+in|38} the ground {-on+in|37} the afternoon.
  When Leopard fell in the hole, Anansi offered to help him out with his spider webs.
  Leopard agreed. When Leopard got out of the hole, he was tangled in Anansi’s webs
  and couldn’t get out. Anansi took him to Nyame.\r\n\r\nAnansi created a clever plan
  to catch the hornets {-at+on|39} the following day. He prepared {-a+an|28} empty
  container and filled it with water. He poured the water {-at+on|40} the hornets’
  nest and called out, “It’s raining! I have a dry container for you!” {-These+The|30}
  hornets quickly flew into the container and Anansi sealed the opening. Then he took
  the hornets to Nyame.\r\n\r\nFinally, Anansi presented Nyame with Python, Leopard,
  and the nest of hornets, {-or+and|21} she rewarded him by making him the god of
  all stories. \r\n""
"
217,"--- Correct all 9 errors.
...
","--- ""Many years ago Sun and Water were great friends that both lived on Earth together.
  Sun often visited Water, but Water never went to visit Sun. When Sun asked Water
  why she never {+came-comed|73} to visit him, Water replied that Sun’s house was
  not big enough for her and all her {+children-childs|56} that lived in Water. Water
  told Sun that if he wanted her to visit, he would have to build a house big enough
  for her and all the {+fish-fishes|53} and other creatures. Sun agreed, returned
  home to his wife, Moon, and together they {+built-builded|72} a big house so that
  they could entertain Water.\r\n\r\nThe next day, Sun and Moon asked Water to visit.
  When she arrived, Water {+spoke-speaked|342} to Sun, asking, “Is it safe for me
  to enter?” Sun answered, “Yes, come in, my friend!” Then Water started to flow in,
  followed by all the plants and animals that live in the seas, rivers, and ponds
  of the world. \r\n\r\nSoon, Water was knee-deep, and Water asked Sun, “Is it still
  safe?” Sun answered, “Yes, of course! Come in.” When Water was as tall as a man,
  she asked, “Do you have room for the rest of my friends?” Both Sun his wife, Moon,
  answered, “Yes,” but they never {+knew-knowed|346} how many creatures lived in Water.
  Water was full of +{shrimp,-shrimps,|53} (+salmon,-salmons,|53} and other {+fish.-fishes.|53}\r\n\r\nEventually,
  Water and all her creatures filled the house, so Sun and Moon {+sat-sitted|81} on
  the roof. Water asked Sun again, “Is there still enough room?” This time, Water
  received no reply, so her friends continued to enter Sun and Moon’s house. Water
  soon overflowed out of the windows and doors of the house and streamed over the
  roof. Sun and Moon were forced to go up into the sky, where they have lived ever
  since.""
"
215,"--- Find and correct 10 errors.
...
","--- ""Many years ago Sun and Water were great friends that both lived on Earth together.
  Sun often visited Water, but Water never went to visit Sun. When Sun asked Water
  why she never {+came-comed|73} to visit him, Water replied that Sun’s house was
  not big enough for her and all her {+children-childs|56} that lived in Water. Water
  told Sun that if he wanted her to visit, he would have to build a house big enough
  for her and all the {+fish-fishes|53} and other creatures. Sun agreed, returned
  home to his wife, Moon, and together they {+built-builded|72} a big house so that
  they could entertain Water.\r\n\r\nThe next day, Sun and Moon asked Water to visit.
  When she arrived, Water {+spoke-speaked|342} to Sun, asking, “Is it safe for me
  to enter?” Sun answered, “Yes, come in, my friend!” Then Water started to flow in,
  followed by all the plants and animals that live in the seas, rivers, and ponds
  of the world. \r\n\r\nSoon, Water was knee deep, and Water asked Sun, “Is it still
  safe?” Sun answered, “Yes, of course! Come in.” When Water was as tall as a man,
  she asked, “Do you have room for the rest of my friends?” Both Sun and his wife,
  Moon, answered, “Yes,” but they never {+knew-knowed|346} how many creatures lived
  in Water. Water was full of {+shrimp,-shrimps,|53} {+salmon,-salmons,|53} and other
  {+fish.-fishes.|53}\r\n\r\nEventually, Water and all her creatures filled the house,
  so Sun and Moon {+sat-sitted|81} on the roof. Water asked Sun again, “Is there still
  enough room?” This time, Water received no reply, so her friends continued to enter
  Sun and Moon’s house. Water soon overflowed out of the windows and doors of the
  house and streamed over the roof. Sun and Moon were forced to go up into the sky,
  where they have lived ever since.""
"
221,,
220,"--- Find all 9 errors.
...
","--- ""In April of 1961, the Soviet Union successfully launched Yuri Gagarin into space,
  and they {+became-becomed|248} the first nation to accomplish such a feat. {+However,-However|462}
  just one week after the successful mission was announced, John F. Kennedy sent a
  letter to his vice president asking him to look into America's space program and
  to write back what he believed NASA was capable of accomplishing if they had a few
  years to prepare. {+His-his|133} vice president wrote back a week later, saying
  America was capable of launching a man into space, landing him on the moon, and
  {+then-than|129} returning him safely to Earth. President Kennedy decided this was
  the course his country should be taking, and planning began to make America the
  first nation on earth to land a man {+on-in|122} the moon.\r\n\r\nOn September 12th,
  1962, just a little over a year after President Kennedy asked Vice President Johnson
  what America could do to rival the Soviet space program, Kennedy gave a speech at
  Rice University in Texas. As Kennedy was delivering {+his-her|138} speech, known
  as the \""We Choose the Moon\"" speech, he was detailing why he believed America should
  be the first to reach the moon. His argument had three main {+points:-points|172}
  it would be a historical achievement, space was one of the last great frontiers,
  and America was made of pioneers and explorers. He also promised that America would
  land a man on the moon within the next ten years. When he finished his 18 minute
  speech, President Kennedy officially started the race to the moon. He knew the whole
  world would be watching to see {+which-that|312} country would end up being the
  first to reach the moon, and Kennedy {+himself-yourself|142} intended to ensure
  America would win.""
"
65,"--- 'Rewrite the passage below by placing commas where appropriate. '
","--- ""\""I told you {+earlier, didn't I?-earlier didn't I?|176}I knew that we weren't
  lost! {+Yes, I-Yes I|177} missed a turn, but I'm still getting you {+home, aren't
  I?\""-home aren't I?\""|176}\r\n\r\nMy friend Tom was driving me back to my house
  from a basketball game, but took a wrong turn into a different neighborhood.\r\n\r\nI
  said, {+\""Tom, we-\""Tom we|178} saw that same sign two times {+now, didn't we?\""-now
  didn't we?\""|176}\r\n\r\nTom peered closely at the sign and slowed down as we drove
  by.\r\n\r\n{+\""No, I-\""No I|177} am sure we haven't seen this sign before. You don't
  still think we're {+lost, do you?\""-lost do you?\""|176}\r\n\r\n{+\""No, I-\""No I|177}
  never had a doubt in my mind,\"" I said sarcastically. I always thought Tom had a
  bad sense of direction.\r\n\r\n\""Just a couple more minutes and we will be at my
  house as promised,\"" Tom reassured me.\r\n\r\n\""Wait,\"" I said, \""You told me you
  were taking me home to my {+house, didn't you-house didn't you|176}?\""\r\n\r\n\""Whoops!
  I guess you are staying the night at my place tonight. I will drive you back in
  the morning.\""\r\n\r\n\""This is why we say you have a bad sense of {+direction,
  Tom.\""-direction Tom.\""|178}\r\n\r\n\""I guess everybody has their {+faults, don't
  they?\""-faults don't they?\""|176}\r\n""
"
222,"--- Find and correct 5 errors. Make sure each sentence is in the active voice.
...
","--- ""In April of 1961, the Soviet Union successfully launched Yuri Gagarin into space
  and became the first nation to accomplish such a feat. Just one week after the successful
  mission was announced, John F. Kennedy sent a letter to Lyndon B. Johnson, {+who-whom|308}
  was his vice president, asking him to look into America's space program and tell
  him what he believed NASA was capable of accomplishing if they had a few years to
  prepare. He wrote back a week later, stating that America was capable of launching
  a man into space, landing him on the moon, and returning him safely to Earth. President
  Kennedy decided this was the course his country should be taking, and he began planning
  to make America the first {+nation on earth-earth on nation|479} to land a man on
  the moon.\r\n\r\nOn September 12th, 1962, just a little over a year after President
  Kennedy asked Vice President Johnson what {+America could do-could be done by America|388}
  to rival the Soviet space program, Kennedy gave a speech at Rice University in Texas.
  As Kennedy was delivering his speech, known as the \""We Choose the Moon\"" speech,
  he was detailing why he believed America should be the first to reach the moon.
  He also promised that America would land a man on the moon within the next ten years,
  even though everyone {+understood-understands|195} it would be a {+long, dangerous,
  difficult mission.-long dangerous difficult mission.|187} When he finished his 18
  minute speech, President Kennedy officially started the race to the moon. He knew
  the whole world would be watching to see which country would end up being the first
  to reach the moon, and Kennedy intended to win.""
"
219,"--- Find and correct 9 errors.
...
","--- ""On {+April 12, 1961,-April 12 1961|509} the Soviet Union became the first nation
  to send a man into outer space. Just one week after the successful mission was announced,
  John F. {+Kennedy-kennedy|43} sent a letter to his vice president, Lyndon B. Johnson,
  asking what he believed {+America's-Americas|12} space program could do with {+a-an|29}
  few years to prepare. The vice president wrote back a week later, saying that America
  could land a man {+on-in|368} the moon, and then {+safely-safe|88} return him to
  earth. President Kennedy told {+himself-his self|64} this was the course his country
  should be taking, and planning began to make America the first nation to land a
  man on the moon.\r\n\r\nIn 1962, just a little over a year after President Kennedy
  asked Vice President Johnson what America could do to rival the Soviet space program,
  Kennedy gave a speech in Texas. As Kennedy was delivering his speech, known as the
  \""We Choose the Moon\"" speech, he was detailing why he believed America should be
  the first to reach the moon. He also promised that America would land a man on the
  moon within the next ten years and that they could do it {+sooner-soonest|156} than
  any other country. With “We Choose the Moon” President Kennedy officially started
  the race to the moon. He knew the whole world would be watching to {+find-found|83}
  which country would end up being the first to reach the moon, and Kennedy intended
  to win.\r\n""
"
231,,
232,"--- test
...
","--- My friends and I went to the zoo last week. It was a {+bright, sunny-bright and
  sunny|187} day, and all of the animals were lively. There was a {+big, ferocious-big
  and ferocious|187} lion sitting on top of a large rock. Close by, some {+loud, lively-loud
  and lively|187} monkeys were romping about on a tire swing. A {+tired, old-tired
  and old|187} tortoise stretched his neck up into the air. There were also some {+tiny,
  timid-tiny and timid|187} lizards hiding behind rocks, logs, and any other place
  they could fit. They were all placed in terrariums next to some {+cute, fluffy-cute
  and fluffy|187} rodents. There was much to see on that {+fun, exciting-fun and exciting|187}
  day.
...
"
19,"--- Replace the words in parentheses with an appropriate contraction. To make changes,
  click on a word and change it to your answer.<br><br> Then, delete the parentheses.
...
","--- ""After Brer Fox trapped Brer Rabbit, he said, \""I have you now, Brer Rabbit, and
  {+I'm-(I am)|103} going to barbecue you for my supper.\""\r\n\r\nBrer Rabbit said,
  \""Barbecue does sound good. Just so long as you {+don't-(do not)|98} throw me into
  the briar patch there!\""\r\n\r\n\""I'm not inviting you for barbecue,\"" Brer Fox
  explained. \""I mean {+you're-(you are)|104} going to be the barbecue!\""\r\n\r\n\""Yes,
  Brer Fox, I understand,\"" Brer Rabbit replied, \""and {+I've-(I have)|100} heard
  you make a mighty fine barbecue sauce indeed. Anything sounds good compared to the
  briar patch over there!\""\r\n\r\nNow Brer Fox was curious. \""What briar patch?\""
  he asked.\r\n\r\n\""Over there,\"" Brer Rabbit said, pointing with his paw. {+\""That's-(\""That
  is)|101} the sharpest looking patch of thorns I have ever seen.\""\r\n\r\n\""Well,\""
  Brer Fox slowly said, \""I did have barbecue last night, so maybe I will throw you
  in that briar patch after all.\""\r\n\r\n\""Oh no!\"" screamed Brer Rabbit. {+\""Won't-(\""Will
  not)|97} you reconsider throwing me in?\""\r\n\r\nBrer Fox then grinned maliciously.
  Using all his strength, he tossed the rabbit into the briar patch.\r\n\r\nSuddenly,
  Brer Rabbit stuck his head up from inside the briar patch and shouted, \""You {+can't-(can
  not)|96} catch me now! I was born in the briar patch, a most comfortable place for
  a rabbit!\"" With those words, he happily scampered off.\r\n""
"
101,"--- Carefully read the story below, making any corrections you feel might be appropriate.
...
","--- ""{+In 1965,-In 1965|239} the USSR sent two cosmonauts into space in order to perform
  the first ever  extra-vehicular activity (EVA) in space. The men chosen for the
  mission were {+Pavel Belyayev-pavel belyayev|43} and {+Alexey Leonov.-alexey leonov.|43}
  Leonov was to perform the EVA, while Belyayev was to pilot the vessel. The rocket
  they were using was a new type called a Voskhod{+rocket, that-rocket, which|110}
  had an inflatable airlock built-in.\r\n\r\nThe {+airlock, which-airlock, that|108}
  Soviet scientists had only completed nine months prior, functioned perfectly during
  the mission. {+However,-However|173} the {+cosmonauts'-cosmonauts|166} suits did
  not work {+quite-quiet|223} as well. The scientists had not properly designed the
  suits with the vacuum of space in {+mind, so-mind so|24} the moment that Leonov
  began his EVA his suit began to slowly inflate.  By just 10 minutes into the {+spacewalk,-spacewalk|239}
  Leonov noticed his suit had became so swollen that he was unable to reach the lock
  where the door handle was.\r\n\r\nLeonov knew he had to act fast, so he decided
  to make a risky move. He opened up a pressure valve in his suit to try to bleed
  off some of the excess pressure. Despite the danger of the maneuver, Leonov managed
  to release enough pressure {+that-where|110} he was able to safely re-enter the
  rocket.  \r\n\r\nOnce Leonov was back inside the craft, the two cosmonauts {+then-than|207}
  worked {+quickly-quick|86} to prepare their ship to return to earth. What the men
  did not anticipate was how difficult it would be to maneuver {+themselves-himself|69}
  inside the rocket while wearing {+their-there|212} bulky spacesuits. As a result,
  they took an additional 46 seconds to get the {+ship's-ships|165} center of gravity
  into the correct position to re-enter earth's atmosphere. The delay caused the ship
  to fly off course, and the two men landed in the inhospitable Soviet tundra.\r\n\r\nWhen
  the craft landed, the forest cover was so dense that the {+Soviets-Soviet's|228}
  could not land helicopters in the area. The two cosmonauts had to spend the night
  out in the forest in -45C weather. The next morning, the two {+cosmonauts-Cosmonauts|10}
  awoke to a Soviet search and rescue squad, who transported them back to base. Despite
  the problems that arose during the mission, as well as the risky solutions the men
  were forced to employ, both Leonov and Belyayev survived the ordeal. As a result,
  both men became national heroes who are still celebrated to this day. ""
"
55,"--- ""<br>Insert commas and quotation marks into the dialogue in the story.<br><br>""
","--- ""Many people have tried to answer life's big questions. They have thought about
  big questions as early as the 1600's. John Locke once {+said, \""No-said No|164}
  man's knowledge here can go beyond his {+experience.\""-experience.|164} Some say
  he meant that what we know comes from what we see, touch, hear, taste, and smell.
  \r\n\r\nOthers thought there was more to life. \""Nobody,\"" they {+said, \""can-said
  can|164} know truth without a {+mind.\""-mind.|164} These people believed that thinking
  about things was also part of life's big picture.\r\n\r\nDescarte was famous for
  {+saying, \""I-saying I|164} think therefore I {+am.\""-am.|164} We know we are alive
  because we think. However, we also know that starfish and jellyfish are alive, but
  they don't have brains! How would an animal without a brain think?""
"
59,"--- ""<br>Replace the words in parentheses with their proper possessive form.<br><br>""
","--- ""Ashley is helping backstage for a play. Her job is to keep track of all the props
  the actors need. The problem is that she has trouble remembering which prop belongs
  to which actor. Luckily, all the actors are happy to remind her which prop they
  own.\r\n\r\nAshley: \""I think this is {+John's-(John)|165} cape, but I'm not sure
  anymore. Excuse me Stephen, does this cape belong to John?\""\r\n\r\nStephen: \""It
  sure does. He doesn't need it right now, so put it on the pile with all the other
  {+boys'-(boys)|166} stuff. That's where all the guys leave their props. By the way,
  can you give these shoes to Sara?\""\r\n\r\nAshley: \""Are you sure these are {+Sara's?-(Sara)?|165}
  They look like they could belong to Jason.\""\r\n\r\nStephen: \""I don't think so.
  {+Jason's-(Jason)|165} pair has a blue stripe on the side, so I think those are
  {+Sara's-(Sara)|165} shoes.\""\r\n\r\nAshley: \""You're right. I will give these to
  Sara when I see her.\""\r\n\r\nStephen: \""Thanks Ashley!\""\r\n\r\nAlbert: \""Oh, there
  you are Ashley!\""\r\n\r\nAshley: \""Hi Albert. What do you need?\""\r\n\r\nAlbert:
  \""Taylor says he wants you to help with the lights. He wants you to climb up to
  the catwalk. Be careful, the {+school's-(schools)|165} ladders go up pretty high,
  so watch your step.\""\r\n\r\nAshley: \""Thanks Albert. I'll be careful. Oh! Hold
  on to {+Jason's-(Jason)|165} shoes for me please.\""\r\n\r\nAlbert: “Are you sure
  these are {+Jason's?\""-(Jason)?\""|165}\r\n\r\nAshley: \""Yup! Stephen just told me.
  Thanks Albert!\""\r\n\r\nAlbert: \""Man, who knew Jason has such tiny feet!\""""
"
85,"--- Proofread the passage below, making sure that all the commonly confused words
  are spelled correctly.
...
","--- ""In ancient times, Deucalion was a king of {-Grease.+Greece.|203} His father was
  Prometheus, the god who had given the gift of fire to mankind.\r\n\r\n{-All though+Although|199}
  Deucalion was a virtuous king, {-their+there|212} were many wicked people in the
  world, and they had committed many crimes. The king of the gods, Zeus, became angry
  and decided to {-cleans+cleanse|204} the world with a great flood. Prometheus, however,
  warned Deucalion in advance. Deucalion built a box which would float upon the waters
  so that he and his wife, Pyrrha, could survive.\r\n\r\nThings happened just as Prometheus
  had predicted. Rain began to {-poor+pour|202} from the sky, and it rained for nine
  days straight. Then, at last, the rain stopped, and the waters began to recede.
  {-Finely,+Finally,|201} the floating box came to rest on top of a mountain. Deucalion
  and Pyrrha emerged from the box and looked around, but they saw no one else. They
  were the only two humans left in the world.\r\n\r\n\""O gods,\"" cried Deucalion,
  {-\""pleas+\""please|200} help us! My wife and I are both old and unable to {-bare+bear|205}
  children. Tell us {-it's+its|211} not the end! How can we bring the human race back
  to life?\""\r\n\r\nA divine oracle gave these instructions: \""Throw the bones of
  your mother over your shoulders.\""\r\n\r\nAt first, Deucalion was puzzled. Pyrrha,
  however, realized what the oracle {-mint.+meant.|198} \""Husband,\"" she said, \""the
  mother is Gaia, the earth, the mother of us all, and her bones are the stones. We
  must gather stones and throw them over our shoulders.\""\r\n\r\nDeucalion recognized
  the wisdom in Pyrrha's words and did as she said. Deucalion threw stones over his
  shoulder, and Pyrrha threw some {-to.+too.|210} The stones {-throne+thrown|197}
  by Deucalion turned into boys, and Pyrrha's stones turned into girls. Thanks to
  the pious deeds of this old couple, the human race was brought back to life once
  again upon the earth. ""
"
