id,name,description,uid,data,activity_classification_id,topic_id,created_at,updated_at,flags
160,"Sentence Writing: Adjectives to Adverbs Ending in ""le"" and ""e""","Write eight sentences using adjectives and adverbs that end with ""le"" and ""e.""",anXj_QMJm8TU_W9R3yIX0w,"""rule_position""=>""---
- - '435'
  - '2'
- - '437'
  - '2'
- - '436'
  - '4'
""",2,21,2014-04-19 15:42:58.342984,2014-04-21 00:07:20.729255,{production}
139,"Sentence Writing: This, That",Write ten sentences using the words this and that.,fcI-wPQC41MqADBJy7-zXw,"""rule_position""=>""---
- - '375'
  - '2'
- - '376'
  - '2'
- - '374'
  - '6'
""",2,17,2014-04-19 15:42:43.736904,2014-04-21 00:11:39.751098,{production}
163,"Sentence Writing: I'm, You're, Let's","Write eight sentences using the contractions I'm, you're, and let's.",p9vLW311-ERaw8j4QKAXXA,"""rule_position""=>""---
- - '445'
  - '1'
- - '447'
  - '1'
- - '448'
  - '1'
- - '446'
  - '5'
""",2,20,2014-04-19 15:43:00.464604,2014-09-29 22:03:40.790522,{production}
159,"Sentence Writing: Adjectives to Adverbs —  Consonant Ending and ""y"" Ending","Write ten sentences using adjectives and adverbs that end with consonants or ""y.""",PRhQFX34V5ZB13K-HF0X2A,"""rule_position""=>""---
- - '432'
  - '2'
- - '434'
  - '2'
- - '433'
  - '6'
""",2,21,2014-04-19 15:42:57.940527,2014-08-08 17:11:30.207219,{production}
104,Sentence Writing: Recognizing Inappropriate Shifts in Pronoun Number or Gender,Write eight sentences recognizing inappropriate shifts in pronoun number or gender.,wIsHW4TSzOtYpYtU8c5DGQ,"""rule_position""=>""---
- - '253'
  - '2'
- - '255'
  - '2'
- - '254'
  - '4'
""",2,34,2014-04-19 15:42:15.163367,2014-04-21 00:27:36.330395,{production}
170,Sentence Writing: Correcting Messy Sentences,Correct eight sentences written in text speak.,J0M763eGYcY3awHyNDhbrA,"""rule_position""=>""---
- - '468'
  - '1'
- - '469'
  - '7'
""",2,54,2014-04-19 15:43:06.882026,2014-04-21 00:33:29.411324,{production}
175,"Sentence Writing: Subjective, Objective, and Possessive Pronouns","Write ten sentences using subjective, objective and possessive pronouns.",-pDVJoysqQwbsmrzdxnFzg,"""rule_position""=>""---
- - '483'
  - '1'
- - '485'
  - '1'
- - '486'
  - '1'
- - '484'
  - '7'
""",2,32,2014-04-19 15:43:15.783487,2014-04-21 04:51:18.237974,{production}
94,"Sentence Writing: Please, Pleas; Poor, Pour; Finally, Finely",Write nine sentences using these commonly confused words correctly. ,tBNOYG2ubqVo5d3NbMdYtA,"""rule_position""=>""---
- - '200'
  - '3'
- - '202'
  - '3'
- - '201'
  - '3'
""",2,56,2013-11-13 19:19:13.867978,2014-04-21 05:08:40.887627,{production}
96,"Sentence Writing: Greece, Grease; Cleans, Cleanse; Bear, Bare",Write nine sentences using these commonly confused words correctly. ,eUTXuBfu8EpXOq2pSfBpFg,"""rule_position""=>""---
- - '203'
  - '3'
- - '204'
  - '3'
- - '205'
  - '3'
""",2,56,2013-11-13 19:48:30.306014,2014-04-21 05:09:13.142967,{production}
172,Sentence Writing: Recognize and Correct Inappropriate Shifts in Verb Voice and Mood,Write six sentences using correct verb tense.,8loxjcP_fmux7lrFGonEWA,"""rule_position""=>""---
- - '476'
  - '1'
- - '478'
  - '1'
- - '477'
  - '4'
""",2,16,2014-04-19 15:43:09.981598,2014-08-07 17:06:45.479372,{production}
176,"Sentence Writing: Commas for ""yes"" and ""no,"" tag questions, and addressing people.","Write ten sentences using commas to set off the words ""yes"" and ""no,"" address people, and for tag questions.",z8WSMBEV9uBRodWd_t-RNA,"""rule_position""=>""---
- - '487'
  - '1'
- - '490'
  - '1'
- - '489'
  - '1'
- - '488'
  - '7'
""",2,55,2014-04-19 15:43:20.104499,2014-08-06 21:34:00.801355,{production}
97,Passage Proofreading: A Man and His Mouse (Mythology) - Part 1,Proofread a passage and try to find all errors.,2QZ_aTD1_6PM_uvawpVFjg,"""body""=>""--- \""There was once a Holy Man who lived on the banks of the Ganges. Since he and
  his wife had no children, he prayed {+every day-everyday|215} to the gods to give
  him a child. Years {+passed,-past,|216} but the gods did not hear his prayers. After
  such a long time, the man had begun to {+lose-loose|209} hope.\\r\\n \\r\\nOne day,
  however, while the man was praying, a hawk flew overhead, carrying a mouse in {+its-it’s|211}
  talons. The hawk then dropped the mouse, and the poor creature fell with a tiny
  splash into the {+river's-rivers|165} waters. The Holy Man {+saw-sees|226} what
  happened, and he rescued the mouse.\""
"", ""instructions""=>""--- <br>There are <b>6 errors</b> in this story.  <br><br> <i>How many can you correct?</i><br><br>To
  edit a word, click on it and re-type it.<br><br>
...
""",1,62,2013-11-14 21:08:47.126042,2014-05-26 20:46:26.805884,{production}
95,Passage Proofreading: The Leader of the Birds (Mythology),Proofread a passage and correct any confused words.,M2tUjna-VGGnAHJ8YZbiXg,"""body""=>""--- \""There was once a flock of birds who lived together in the forest in {+Greece.-Grease.|203}
  Their leader was very wise, and whenever he whistled, the whole flock would gather
  around and listen to his advice.\\r\\n\\r\\nMeanwhile, there was a man living at the
  edge of the forest who wanted to catch the birds. He listened carefully until he
  recognized the leader's whistle. By imitating that sound, the man was {+then-than|207}
  able to lure the flock into his net. The birds shrieked in fear, unable to escape.\\r\\n\\r\\nThe
  leader, however, shouted down from above. \\\""You must work together! Stick {+your-you're|208}
  heads into the holes of the net and then rise up together, carrying the net away
  with you.\\\""\\r\\n\\r\\nThe birds did as he ordered, lifting the net {+clean-cleanse|204}
  off the ground. The leader then guided them to a thorn bush. The net got caught
  on the thorns, and so the birds escaped to safety, leaving the net behind.\\r\\n\\r\\nThe
  man was frustrated by these events, but he came up with a plan. \\\""I will wait until
  the birds are quarreling and try again.\\\""  He then waited patiently until he believed
  his plan would {+bear-bare|205} fruit. Sure enough, a few days later, he heard the
  birds making angry noises.\\r\\n\\r\\n\\\""You stepped on my tail,\\\"" one of them was saying.\\r\\n\\r\\n\\\""No,
  you trod on my foot.\\\""\\r\\n\\r\\n\\\""You pecked me with your beak.\\\""\\r\\n\\r\\nWhile the
  birds were arguing, the man ran up and threw the net over them. Their leader tried
  to get his followers to listen to his {+pleas.-please.|200}  He urged them, \\\""Work
  together! Pick up the net!\\\""\\r\\n\\r\\n\\\""No, you pick it up!\\\"" shouted one of the angry
  birds.\\r\\n\\r\\n\\\""I will not. You pick it up!\\\""\\r\\n\\r\\nThe man, meanwhile, gathered
  up the net and took all the birds away to the market where he sold them for a great
  price. The {+poor-pour|202} birds: if only they had been able to cooperate, they
  would have been able to save themselves!\""
"", ""instructions""=>""--- Proofread the passage below, making sure that all the commonly confused words
  are spelled correctly.
...
""",1,56,2013-11-13 19:48:30.306014,2014-12-17 21:22:56.879929,{production}
93,Passage Proofreading: Zeus and the Frog King (Mythology),Proofread a passage and correct any confused words.,eYlGCR7G641dA5GUSagObg,"""body""=>""--- \""There were once some frogs who lived together in a pond. The frogs all did what
  they liked. Some frogs liked to hop and splash, and other frogs liked just to sit
  and lie in the sun. One day, during a {+downpour,-downpoor,|202} the quiet frogs
  got frustrated with the frogs who hopped and splashed, and {+although-all though|199}
  they had made no laws before, they decided that there should be a law against too
  much hopping and splashing. \\\""We need a king who will make laws and rule over us,\\\""
  they said, and so they asked the god Zeus to {+please-pleas|200} give them a king.\\r\\n\\r\\n\\\""Dear
  frogs,\\\"" Zeus replied, \\\""you have the freedom to rule yourselves right now, and
  that is better than having a king.\\\""\\r\\n\\r\\n\\\""No,\\\"" shouted the frogs, \\\""send us
  a king!\\\""\\r\\n\\r\\nZeus laughed at the {+poor-pour|202} little frogs and threw a big
  log down into the pond. \\\""Here is {+your-you're|208} king!\\\"" he shouted.\\r\\n\\r\\nAt
  first, the frogs were scared of the log. Soon, however, they saw that the log did
  nothing at all. One frog even hopped on top of the log, and still the log did nothing.
  The frogs {+then-than|207} complained to Zeus, \\\""This log is not a king! We want
  a king who will be strong and rule over us!\\\""\\r\\n\\r\\nZeus {+finally-finely|201}
  lost his temper and said to the foolish frogs, \\\""If you want a strong king, then
  that is what I will give you!\\\"" The angry god appointed a stork to be king of the
  frogs, and when the stork arrived, it began to eat the frogs, gobbling them up one
  by one.\\r\\n\\r\\nThe poor frogs realized their mistake too late. \\\""This is not what
  was  {+meant-mint|198} to happen! We were better off when we ruled ourselves,\\\""
  they said. \\\""Now this king will be our destruction!\\\""\""
"", ""instructions""=>""--- Proofread the passage below, making sure that all the commonly confused words
  are spelled correctly.
...
""",1,56,2013-11-13 19:19:13.867978,2014-04-21 06:02:14.047944,{production}
25,Passage Proofreading: Unique Holidays (Non-fiction) ,"Proofread a passage correcting words that are not correctly capitalized.
",4Bhxo1QDj0Q_M-SBXh6oNA,"""body""=>""--- 'Each culture around the world celebrates their own unique holidays. Here are
  some of the holidays you have probably heard of: {+Christmas,-christmas,|92} {+Hanukkah,-hanukkah,|92}
  and {+Valentine''s Day.-valentine''s day.|92} However, there are other holidays
  celebrated in other parts of the world that are just as interesting. Many people
  from Mexico celebrate the {+Day of the Dead,-day of the dead,|92} or Dia de los
  Muertos in Spanish, where family and friends dress up and pray for those who have
  passed away. Some of the traditions include honoring deceased relatives by leaving
  sugar skulls on their graves, and dressing up with skeleton masks.'
"", ""instructions""=>""--- Some words in the story below need to be capitalized.<br><br> To make changes,
  click on a word and replace the first letter with a capitalized version.
...
""",1,23,2013-09-17 01:04:33.233233,2014-09-10 16:52:38.584145,{production}
39,Passage Proofreading: The Last Flight of the Apollo: The Apollo-Soyuz Test Mission (History),Proofread a passage correcting any capitalization mistakes.,V-GFTkqADl9YMFWdmbmA5g,"""body""=>""--- \""\\r\\nAfter the Apollo 11 mission landed Neil Armstrong on the Moon in 1969, the
  race to the Moon was over.  {+However,-however,|133} both {+America-america|134}
  and the USSR still had plans for outer space, and they realized that working together
  was easier than working against each other.  In 1975, they launched a joint mission
  called the Apollo-Soyuz Test Project.  {+The-the|133} goal of the mission was to
  create two rockets, one {+Apollo-apollo|134} rocket and one {+Soyuz-soyuz|134} rocket,
  and have them link up in space.  If {+America-america|134} and the USSR successfully
  completed this project, then they would be able to do joint missions in space.  \\r\\n\\r\\nBoth
  the {+Apollo-apollo|134} rocket and the {+Soyuz-soyuz|134} rocket launched perfectly.
  \\ The two rockets met up in space, and the crews toured each others ships.  When
  the meet up was done, the crews separated their ships and safely returned back to
  earth.  \\r\\n\\r\\nAfter the {+Apollo/Soyuz-apollo/soyuz|134} Test Project was successfully
  completed, both {+America-america|134} and the {+USSR-ussr|134} began working together
  to build space stations.  In fact, the Mir Space Station that orbited earth in the
  1990's, and the {+International Space Station-international space station|134} (ISS)
  that is orbiting us right now, are both based on Apollo/Soyuz design.  The project
  went so well that it started a new period of cooperation and trust between America
  and the USSR.\""
"", ""instructions""=>""--- Rewrite the following story by capitalizing all the appropriate words. <br><br>All
  the words that are currently capitalized are supposed to be.
...
""",1,31,2013-09-24 01:34:01.858966,2014-09-10 19:30:43.899423,{production}
45,Passage Proofreading: The Princes and the Turtle (Mythology),Proofread a passage and correct inappropriate shifts in pronoun number or gender.,70B-T6vLMTM9zjQ9LCwoCg,"""body""=>""--- \""There was once a king who lived in a palace near a lake, where his two sons loved
  to swim and sail. One day, his sons came running back to the palace, terrified.
  “Father,\\\"" {+they-he|145} cried, \\\""we saw a monster on the shore of the
  lake! A demon made of stone who is able to move! It was terrible!\\\""\\r\\n\\r\\nThe so-called
  demon was really only a turtle, but the princes had never seen a turtle before.
  To calm {+their-his|145} fears, the king ordered his servants to go capture
  the demon and bring {+it-them-|144} to the palace. When they had done so,
  {+he-she)|144} ordered them to kill the demon.\\r\\n\\r\\n\\\""We should throw it
  into the fire!\\\"" shouted one of the princes.\\r\\n\\r\\n\\\""We should smash it with a
  hammer!\\\"" shouted the other prince.\\r\\n\\r\\nThe king's advisers also shouted out
  their various proposals. Finally, the king's oldest adviser proclaimed, \\\""I think
  {+we-he|145} should drown the creature by throwing it into the deepest part
  of the lake!\\\""\\r\\n\\r\\nAt this point, the turtle spoke up in a quavering voice. \\\""Oh
  no,\\\"" he cried, \\\""not into the lake! Not into the deep waters! I don't care if you
  pound me with a hammer or throw {+me-I|144} into the fire but please, I beg
  you, don't throw me into the lake!\\\""\\r\\n\\r\\nThe princes immediately began chanting,
  \\\""Into the lake! Into the water! Into the lake! Into the water!\\\"" The king then
  ordered {+his-their|144} servants to go throw the creature at once into
  the lake where the waters were deepest.\\r\\n\\r\\nThe turtle shrieked the whole way,
  pretending to be afraid. The servants, as ordered, hurled him into the deep end
  of the lake. The turtle then plunged down into the depths of the water, laughing
  happily to himself. {+He-She|144} was glad to have escaped with his life
  and vowed never to come near humans again.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct pronoun from inside the parentheses.<br><br>
  Remember to delete the parentheses before clicking the submit button.
...
""",1,34,2013-09-24 02:30:41.36037,2014-09-12 20:11:07.275379,{production}
49,Passage Proofreading: Max Takes Off! (Fiction),Proofread a passage correctly using spaces with punctuation. ,Y_larn47xo0dPbs2u-7D3w,"""body""=>""--- \""Max looked at the clock {+again. In-again.In|152} just two more minutes he would
  be home free. The school bully had decided to pick on Max this week, but Max wasn't
  going down {+easy. Max-easy.Max|152} had his skateboard this week. Max’s dad must
  have told him {+1,000-1 ,000|154}times, “Always expect the unexpected.”\\r\\n\\r\\nThe
  bell {+rang, and-rang,and|153} Max flew out of the classroom.  His house was {+1.5
  miles,-1. 5 miles,|155} but Max thought he could make it.  He jumped on his skateboard
  and started racing down the hallway.  A teacher walking out of a classroom saw {+Max,
  and-Max,and|153} yelled for him to stop, but Max wasn't slowing {+down. By-down.By|152}the
  time the bully heard the noise and started running towards him, Max was already
  safely out the door.\""
"", ""instructions""=>""--- There are <b>seven</b> punctuation problems in this story. Please fix the problems.
...
""",1,37,2013-10-04 04:35:05.503399,2014-05-03 14:57:47.372326,{production}
27,Passage Proofreading: Horatius Cocles at the Bridge (Mythology),Proofread a passage correcting four reflexive pronouns.,_U0F5m1oIJcTx5TxJJD5Xg,"""body""=>""--- \""Horatius Cocles was an officer in the Roman army. In 508 B.C. the Etruscan kingdom
  attacked Rome. He helped Rome defend {+itself.-(it).|66}\\r\\n\\r\\n\\\""Comrades,\\\"" he
  shouted, \\\""I will ready {+myself,-(me),|62} cross the bridge, and fight off the
  Etruscans. While I fight, stay behind and destroy the bridge with fire.\\\""\\r\\n\\r\\n\\\""But
  what will happen to you?\\\"" the men shouted. \\\""You will have no means of saving {+yourself!\\\""-(you)!\\\""|63}\\r\\n\\r\\n\\\""There
  is no time to argue,\\\"" Horatius replied. He then rushed forward, screaming a cry
  of victory. He looked back, and saw that his men had destroyed the bridge, removing
  {+themselves-(them)|69} from the battle. He then cried out, “Spirit of the river,
  protect me!” \\r\\n\\r\\nAs he spoke, the bridge fell, and Horatius threw {+himself-(him)|64}
  into the waters below. By some miracle, his request was granted and he survived.
  The Roman army won the battle that day.\\r\\n\""
"", ""instructions""=>""--- Replace the words in parentheses with an appropriate reflexive pronoun.<br><br>
  To make changes, click on a word and change it to your answer. Then, delete the
  parentheses.
...
""",1,24,2013-09-17 01:22:23.681351,2014-09-09 19:17:35.17295,{production}
9,Passage Proofreading: Making the Team (Sport),Proofread a passage with eight incorrect conjunctions.,asl2JCt8j1ItiGeYbOJ5tQ,"""body""=>""--- \""Jake didn't think that he was going to make it onto the varsity soccer team,
  {+so-(so / and / or)|24} he was very surprised when the coach pulled him aside after
  the last day of try outs. Jake was small for his age, {+but-(and / but / so)|22}
  the coach noticed how hard he works. The coach said, “I know you want to be on this
  team, {+so-(so / or / and)|24} I am going to give you a spot as long as you work
  hard everyday.” Jake immediately agreed, {+and-(but / so / and)|21} promised to
  work harder to try to become the starting goalie by the end of the season.\\r\\n\\r\\nFrom
  that day on, Jake was first to show up to practice, and the last to leave. Even
  though he was told he could either run with the team {+or-(but / or / so)|23} do
  drills with the other goalies, Jake always said he had time for both. By the end
  of the season Jake was the fastest runner on the team {+and-(so / or / and)|21}
  the second best goalie. Jake worked hard everyday, {+so-(but / or / so)|24} he knew
  that next season would be the best goalie on the team for sure.\\r\\n\""
"", ""instructions""=>""--- Rewrite the following passage by choosing the correct conjunction from the insided
  the parentheses.<br><br>  Remember to delete the parentheses before clicking the
  submit button.
...
""",1,14,2013-09-16 19:38:22.867581,2014-05-22 23:58:58.301209,{production}
7,Passage Proofreading: Apples? Apples. (Fiction),Proofread a passage using the proper tense for seven incorrect verbs.,TDxSUNhO0e8mQkQO8w_wow,"""body""=>""--- \""\\\""Hello again, I came by yesterday looking for apples. Are they here yet?\\\""\\r\\n\\r\\n\\\""Apples?
  Nobody told me to save any apples yesterday.\\\""\\r\\n\\r\\n“I'm certain that I {+asked-(ask)|18}
  for some apples yesterday!”\\r\\n\\r\\n“I'm sorry, but we are sold out right now. I
  {+will save-(save)|19} some apples for you to pick up tomorrow. How does that sound?\\\""\\r\\n\\r\\n“That's
  what you {+promised-(promise)|18} me yesterday.”\\r\\n\\r\\n“Well, that was yesterday,
  I'm asking if you {+will want-(want)|19} apples tomorrow.”\\r\\n\\r\\n“Why can't you
  sell me any today?”\\r\\n\\r\\n“Because we will close in ten minutes.\\\""\\r\\n\\r\\n\\\""When
  I {+called-(call)|18} this morning, you said you would not close until late tonight.\\\""\\r\\n\\r\\n“Hmm.
  Tell you what, I {+will pick-(pick)|19} some apples for you to take home tomorrow.
  Sound good?”\\r\\n\\r\\n“Where can you pick apples here in the city?\\\""\\r\\n\\r\\n“Oh, I
  don't pick them from any trees, I just buy them from my friend's store down the
  road.\\\""\\r\\n\\r\\n\\\""Wait, now I'm confused. All I want to know is if you actually have
  my apples for me or not. That's it.\\\""\\r\\n\\r\\n“Oh. Well, someone {+purchased-(purchase)|18}
  all the apples in the shop this morning. Why, do you want some or something?”\""
"", ""instructions""=>""--- Rewrite the words in parentheses in the passage below so they are in their proper
  tenses.<br><br>  Remember to delete the parentheses before clicking the submit button.
...
""",1,12,2013-09-16 17:35:19.88059,2014-05-22 23:57:00.016931,{production}
57,Passage Proofreading: A Good Read (Fiction),Proofread a passage and correctly capitalize titles.,mWrFZ5_LABVG0MVpPik0Tw,"""body""=>""--- \""Stacy: \\\""You know Mark, I was sure there was a copy of {+'The Catcher in the
  Rye'-'the catcher in the rye'|162} somewhere in here.\\\""\\r\\n\\r\\nMark: \\\""Hmm. It should
  be right next to {+'The Scarlet Letter.'-'the scarlet letter.'|162} Oops! It looks
  like both books are out right now. I guess we will have to find another book to
  read.\\\""\\r\\n\\r\\nStacy: “That's okay. I had a backup book in mind, just in case. We
  should read {+'The Cay'-'the cay'|162} next because my friend said it was great.
  My class might start reading it this week as well.\\\""\\r\\n\\r\\nMark: \\\""I just finished
  reading it last week! Let's try another book. Have you ever read any of the Redwall
  books?\\\""\\r\\n\\r\\nStacy: \\\""Redwall? I haven't read any of the Redwall books. Do you
  recommend any book for me to start with?\\\""\\r\\n\\r\\nMark: \\\""I think they are all great,
  but I would start with {+'The Legend of Luke.'-'the legend of luke.'|162} It is
  one of the first books in the series, and I really enjoyed it!\\\""\\r\\n\\r\\nStacy: \\\""Thanks
  Mark! How about we trade books? You can give me {+'The Legend of Luke,'-'the legend
  of luke,'|162} and I can give you {+'To Kill a Mockingbird.'-'to kill a mockingbird.'|162}
  That book has a great story. You will really like it.\\\""\\r\\n\\r\\nMark: \\\""Sounds like
  a plan. I can't wait to start reading it! All of my friends say {+'To Kill a Mockingbird'-'to
  kill a mockingbird'|162} is a good read. All of my friends say it's an amazing book.
  Thanks for the suggestion!\\\""\\r\\n\\r\\n\""
"", ""instructions""=>""--- <br>Capitalize the titles of the books mentioned in this passage.<br>
...
""",1,41,2013-10-14 19:11:49.52138,2014-05-23 00:02:19.257432,{production}
186,Test,Test,OMFHX46vFqd9jRGMxq9anw,"""rule_position""=>""---
- - \"" 2\""
  - ''
""",2,1,2014-05-22 17:00:14.571331,2014-12-18 22:52:56.192312,{archived}
185,Test,Test,y61hGStcKg4sJuML0gsZaQ,"""rule_position""=>""--- 
...
""",2,1,2014-05-22 16:59:19.813595,2014-12-18 22:52:04.348907,{archived}
83,Passage Proofreading: Mischievous Munchkins (Fiction),Proofread a passage and rewrite messy sentences with proper English grammar.,E9OG_9CrtIG7rScj66YTbQ,"""body""=>""--- \""{+\\\""What-\\\""whut|194} do {+you-u|194} think {+you're-ur|194} doing?\\\"" cried the
  little munchkin. He was trying to get his friends to roll a log over to the campfire,
  but nobody was listening!\\r\\n\\r\\nThe little munchkin stamped his feet and ran over
  to the log. \\r\\n\\r\\n\\\""We can {+roll-rool|194} the log {+down-doun|194} the hill.
  Help me {+push!\\\""-push!|194}\\r\\n\\r\\nAll the munchkins pushed as hard as they could,
  and the log suddenly started rolling down the hill!\\r\\n\\r\\n\\\""Nice work {+guys!-guise!|194}
  Lets go make {+our-r|194} fire now!\\\""\\r\\n\\r\\n\\\""But leader, {+our-r|194} {+campsite-campsight|194}
  is up here, not down {+there!\\\""-their!\\\""|194}\\r\\n\\r\\nCamping was much harder than
  he thought it could be!\""
"", ""instructions""=>""--- Correct the munchkins dialogue so they can understand each other
...
""",1,54,2013-11-09 22:05:49.7566,2014-09-23 22:46:32.203613,{production}
188,Passage Proofreading: A Man and His Mouse (Mythology) - Part 3,Proofread a passage and try to find all errors.,fXSfkmUzQzPKd1FU1EAnZQ,"""body""=>""--- \""The daughter said, {+You’re-your|131} right, Mother. Father, will you ask the
  sun to be my husband?\\\"" The father agreed, and off they {+went-go|76} to speak to
  the sun.\\r\\n\\r\\n{+\\\""Sun,\\\""-Sun,|164} he {+said,-said|164} \\\""This beautiful woman
  is my daughter. She would like to marry you because you are the strongest being
  in the world.\\\""\\r\\n\\r\\nThe sun smiled and {+said, -said|164} {+\\\""It’s-\\\""Its|211}true
  that your daughter is very beautiful, and and that I am very strong. In all honesty,
  though, I must tell you that there is someone even stronger than I.\\\""\\r\\n\\r\\nThe
  man {+asked,-asked|164} {+\\\""Who-Who|164} could be stronger than the {+sun?\\\""-sun?|164}\\r\\n\\r\\nThe
  sun pointed to the cloud and said, \\\""Look at that cloud! If he comes any closer
  to me, my light will vanish. The cloud is much more powerful than I {+am.\\\""-am\\\""|164}\""
"", ""instructions""=>""--- \""<br>There are <b>10 errors</b> in this story.  <br><br> <i>How many can you correct?</i><br><br>To
  edit a word, click on it and re-type it.<br><br>\""
""",1,62,2014-05-26 20:57:01.588888,2014-12-17 21:42:18.633668,{production}
43,Passage Proofreading: Theseus and the Minotaur (Mythology),Proofread a passage paying special attention to intensive pronouns. ,pf1cCiBT7k2d0AYlrzjL5Q,"""body""=>""--- \""There was once a cruel and greedy man named King Minos. To punish him for his
  evil ways, the God Poseidon {+himself-(itself / himself)|142} turned the King's
  son into a half-man, half-bull creature called the Minotaur. King Minos did not
  know what to do with the Minotaur, so he decided to build a maze {+himself-(himself
  / themselves)|142} and lock the creature deep inside.\\r\\n\\r\\nKing Minos could not
  build the maze alone, so he asked the smartest man in Greece, a man named Daedalus,
  to build a maze that nobody could escape from. Daedalus built the maze and named
  it the Labyrinth. Then Daedalus and King Minos {+themselves-(herself / themselves)|142}
  threw the Minotaur inside. From then on, every seven years, seven men and seven
  women were sent into the Labyrinth to feed the Minotaur.\\r\\n\\r\\nOur hero, Theseus,
  grew up in Athens and was tired of seeing his friends sail off and never return.
  One day, Theseus decided to go to Crete, disguised as one of the seven men, and
  kill the beast. When Theseus and the others got to Crete, they were told to wait
  by the Labyrinth for King Minos to arrive.\\r\\n\\r\\nWhen the King arrived, he had
  his daughter Ariadne with him. When Ariadne saw Theseus, she fell in love with him.
  She told Theseus that he needed her help, she {+herself-(itself / herself)|142}
  had the key to solving the maze. The Labyrinth {+itself-(themselves / itself)|142}
  was not dangerous, but it was very easy to lose your way. She gave him a ball of
  string so he could tell where he had already been. Using the string, Theseus bravely
  explored the Labyrinth until he found the Minotaur. After a long and hard fight,
  Theseus killed the Minotaur, and shouted, \\\""I have slain the beast {+myself!\\\""-(myself!\\\""
  / yourself!\\\"")|142} Once the Minotaur was dead, the terror was over for all the
  men and women in Greece.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct intensive pronouns from the
  parentheses.<br><br> Remember to delete the parentheses before clicking the submit
  button.
...
""",1,33,2013-09-24 02:23:18.299603,2015-01-21 19:22:12.079673,{production}
192,Passage Proofreading: A Man and His Mouse (Mythology) - Part 6,Proofread a passage and try to find all errors.,jY-rMnqa5IWXkh5KnXK55g,"""body""=>""--- \""At the mention of the word \\\""mouse,\\\"" the daughter felt light-headed and dizzy.
  In a {+quiet-quite|223} voice she said, \\\""Yes, the wall is right. I must marry the
  mouse.\\\""\\r\\n \\r\\n\\\""Of course!\\\"" the man thought to himself, remembering how his
  daughter {+used-use|190} to be a mouse.\\r\\n \\r\\nHe then smiled happily at his daughter
  and said, \\\""Daughter, may you discover in this way {+your-you’re|131} own true nature.\\\""
  A great light {+shone-shown|224} all around them and the {+gods-gods'|229} turned
  the beautiful woman into a beautiful mouse.\\r\\n \\r\\nThe man then said to the mouse,
  \\\""Mouse, strongest of all, will you marry my {+daughter?”-Daughter?”|10}\\r\\n\\r\\nThe
  mouse was pleased when he saw the beautiful mouse. \\\""I will gladly marry your daughter!\\\""
  he said to the man. The two mice were married and lived happily {+ever after-everafter|225}
  safe in their home beneath the wall. \\r\\n\""
"", ""instructions""=>""--- <br>There are <b>7 errors</b> in this story.  <br><br> <i>How many can you correct?</i><br><br>To
  edit a word, click on it and re-type it.<br><br>
...
""",1,62,2014-05-26 21:06:42.488255,2014-05-26 21:07:15.639243,{production}
37,Passage Proofreading: Putting the World in Perspective: The Apollo 8 Photograph (History),Proofread a passage correcting any mistakes with prepositional phrases.,Yh49ICvX_YME8ui7cDoFXQ,"""body""=>""--- \""The year was 1968, and the world was looking for good news. Both America and
  the USSR had been unable to send a man to the Moon. {+Despite-With|124}
  all the failed attempts to get to the Moon, America had not given up yet. America
  launched the Apollo 8 mission, a mission designed to send a man close to the Moon
  and safely get him back to earth.\\r\\n\\r\\nWhen the Apollo 8 rocket was {+between-in
  |122} the Earth and the Moon, the crew was able to record a live TV program
  that they sent to earth. At the time when the program was being shown, it was the
  most watched program {+in-on|123} the history of television. The Apollo 8
  rocket needed to get in the right position to fly back to Earth, so they had to
  orbit {+around-in|124} the Moon until they were ready. While the rocket
  was orbiting the Moon, one of the crew members looked out and saw the Earth {+through-
  over|123} a window. He put his camera lens {+on-around|123} the glass
  and took one of the most famous photos in history. The picture showed the Earth
  rising {+above-below|124} the Moon, and it showed just how small and fragile
  our planet looks out {+in-on|123} space.\\r\\n\\r\\nWhen the Apollo 8 crew safely
  landed back on Earth, they became heroes. They were the first crew to fly {+near-
  on|124} the Moon, and the photograph they took showed the Earth in a whole new
  light. All the way out in space, the Earth looks so fragile and small, and people
  realized we needed to take care of our planet. The Apollo 8 photograph is credited
  with starting the environmental movement in America.\""
"", ""instructions""=>""--- Rewrite the following story by choosing the correct prepositional phrase from
  the parentheses below.<br><br> Remember to delete the parentheses before clicking
  the submit button.
...
""",1,30,2013-09-24 00:48:43.771996,2014-06-13 00:43:50.733664,{production}
161,"Sentence Writing: Can't, Won't",Write nine sentences using the contractions can't and won't.,Gy6gKsETtSsIafZHLkPxUA,"""rule_position""=>""---
- - '438'
  - '2'
- - '440'
  - '2'
- - '439'
  - '5'
""",2,20,2014-04-19 15:42:59.449504,2014-09-29 22:02:58.012335,{production}
205,Sentence Writing: Quill Tutorial,Learn how to successfully complete Quill Sentence Writing activities. ,o43tfkufZ2N7CSG0hhH1Bg,,2,53,2014-09-30 14:30:07.917041,2014-09-30 15:26:28.211945,{alpha}
