id,instructions,prompt,body,createdAt,updatedAt,ruleId,hint
1785,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,We should turn on a fan. It's hot in here.,"---
- We should turn on a fan{ because} it's hot in here.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1787,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,I have an umbrella with me. I knew it would rain.,"---
- I have an umbrella with me{ because} I knew it would rain.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1789,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,The explorers brought provisions. They would be gone awhile.,"---
- The explorers brought provisions{ because} they would be gone awhile.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1790,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,I learned to code. I love working with computers.,"---
- I learned to code{ because} I love working with computers.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1791,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,We want you to join the band. We need a drummer.,"---
- We want you to join the band{ because} we need a drummer.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1792,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,I go to the gym. I want to get stronger.,"---
- I go to the gym{ because} I want to get stronger.
",4/19/2014 15:42:57,4/19/2014 15:42:57,427,
1793,Rewrite the sentence by using <b>because</b> to make the two smaller sentences into one larger sentence.,We can't carpool today. I am out of gas.,"---
- We can't carpool today{ because} I am out of gas.
",4/19/2014 15:42:57,4/19/2014 15:42:57,428,
1795,"Rewrite the sentence, choosing the appropriate underlined word.",I am really <u>fast / fastly</u> when I run.,"---
- I am really {fast} when I run.
",4/19/2014 15:42:57,4/19/2014 15:42:57,429,
1796,"Rewrite the sentence, choosing the appropriate underlined word.",My brother is really <u>smart / smartly</u>.,"---
- {My brother is really smart}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,429,
1797,"Rewrite the sentence, changing the underlined word into an adjective or adveb as necessary.",The <u>quietly</u> mouse scampered through the field.,"---
- The {quiet} mouse scampered through the field.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1798,"Rewrite the sentence, choosing the appropriate underlined word.",Toucans have very <u>colorfully</u> beaks.,"---
- Toucans have very {colorful} beaks.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1799,"Rewrite the sentence, choosing the appropriate underlined word.",The beaches of the British Virgin Isles are <u>gorgeously</u>.,"---
- The beaches of the British Virgin Isles are {gorgeous}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1800,"Rewrite the sentence, choosing the appropriate underlined word.
",I heard that Dolphins are <u>cleverly</u>.,"---
- I heard that Dolphins are {clever}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1801,"Rewrite the sentence, choosing the appropriate underlined word.
",I admit that I was <u>wrongly</u>.,"---
- I admit that I was {wrong}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1802,"Rewrite the sentence, choosing the appropriate underlined word.",My dog licked the <u>coldly</u> water off the tiles.,"---
- My dog licked the {cold} water off the tiles.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1803,"Rewrite the sentence, choosing the appropriate underlined word.",Mrs. Reid <u>careful</u> placed the vase near the window.,"---
- Mrs. Reid {carefully} placed the vase near the window.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1804,"Rewrite the sentence, choosing the appropriate underlined word.",The long play dragged on <u>endless</u>.,"---
- The long play dragged on {endlessly}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1805,"Rewrite the sentence, choosing the appropriate underlined word.","The gruff old man <u>coarse</u> said, ""Thank you,"" and then left.
","---
- ! ""The gruff old man {coarsely} said, \""Thank you,\"" and then left.\r\n""
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1806,"Rewrite the sentence, choosing the appropriate underlined word.",Carol <u>thorough</u> checked over every last detail.,"---
- Carol {thoroughly} checked over every last detail.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1807,"Rewrite the sentence, choosing the appropriate underlined word.",The rat <u>silent</u> disappeared without a trace.,"---
- The rat {silently} disappeared without a trace.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1808,"Rewrite the sentence, choosing the appropriate underlined word.",That was a very <u>nice</u> cooked meal.,"---
- That was a very {nicely} cooked meal.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1809,"Rewrite the sentence, choosing the appropriate underlined word.",My dog <u>sloppy</u> licked the food from her dog bowl.,"---
- My dog {sloppily} licked the food from her dog bowl.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1810,"Rewrite the sentence, choosing the appropriate underlined word.",She <u>sleepy</u> turned off her alarm clock.,"---
- She {sleepily} turned off her alarm clock.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1811,"Rewrite the sentence, choosing the appropriate underlined word.",The plane flew <u>swift</u> into the night.,"---
- The plane flew {swiftly} into the night.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1812,"Rewrite the sentence, choosing the appropriate underlined word.",You <u>simple</u> flip the switch and it turns on.,"---
- You {simply} flip the switch and it turns on.
",4/19/2014 15:42:58,4/19/2014 15:42:58,430,
1813,"Rewrite the sentence, choosing the appropriate underlined word.",I always answer <u>honest</u> when given a question.,"---
- I always answer {honestly} when given a question.
",4/19/2014 15:42:58,4/19/2014 15:42:58,431,
1814,"Rewrite the sentence, choosing the appropriate underlined word.",My dog <u>sheepish</u> put the ball in my lap.,"---
- My dog {sheepishly} put the ball in my lap.
",4/19/2014 15:42:58,4/19/2014 15:42:58,431,
1815,"Rewrite the sentence, choosing the appropriate underlined word.",Madeline <u>loud / loudly</u> slammed the door shut.,"---
- Madeline {loudly} slammed the door shut.
",4/19/2014 15:42:58,4/19/2014 15:42:58,432,
1816,"Rewrite the sentence, choosing the appropriate underlined word.",Brian caught my attention as he laughed <u>boisterously / boisterous</u>.,"---
- Brian caught my attention as he laughed {boisterously}.
",4/19/2014 15:42:58,4/19/2014 15:42:58,432,
1817,"Rewrite the sentence, choosing the appropriate underlined word.",She <u>quiet / quietly</u> sat for hours without saying anything.,"---
- She {quietly} sat for hours without saying anything.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1818,"Rewrite the sentence, choosing the appropriate underlined word.",Casey <u>blunt / bluntly</u> pointed out the mistake I made.,"---
- Casey {bluntly} pointed out the mistake I made.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1819,"Rewrite the sentence, choosing the appropriate underlined word.",The servant <u>meek / meekly</u> poured tea for everyone.,"---
- The servant {meekly} poured tea for everyone.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1820,"Rewrite the sentence, choosing the appropriate underlined word.",My cousin <u>haphazardly / haphazard</u> threw his clothes on the floor.,"---
- My cousin {haphazardly} threw his clothes on the floor.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1821,"Rewrite the sentence, changing the underlined word to an adverb.",The exam weighed <u>heavy</u> on our minds.,"---
- The exam weighed {heavily} on our minds.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1822,"Rewrite the sentence, changing the underlined word to an adverb.",He <u>messy</u> threw his clothes on the floor.,"---
- He {messily} threw his clothes on the floor.
",4/19/2014 15:42:58,4/19/2014 15:42:58,433,
1823,"Rewrite the sentence, changing the underlined word to an adverb.",She <u>happy</u> jumped around.,"---
- She {happily} jumped around.
",4/19/2014 15:42:58,4/19/2014 15:42:58,434,
1824,"Rewrite the sentence, changing the underlined word to an adverb.",He <u>angry</u> threw his newspaper onto the lawn.,"---
- He {angrily} threw his newspaper onto the lawn.
",4/19/2014 15:42:58,4/19/2014 15:42:58,434,
1825,"Rewrite the sentence, changing the underlined word to an adverb.",The puppy <u>adorable</u> wagged its tail.,"---
- The puppy {adorably} wagged its tail.
",4/19/2014 15:42:59,4/19/2014 15:42:59,435,
1826,"Rewrite the sentence, changing the underlined word to an adverb.",She <u>gentle</u> picked the painting up.,"---
- She {gently} picked the painting up.
",4/19/2014 15:42:59,4/19/2014 15:42:59,435,
1827,"Rewrite the sentence, changing the underlined word to an adverb.",Tom ironed his shirt because it was <u>wrinkle</u>.,"---
- Tom ironed his shirt because it was {wrinkley}.
",4/19/2014 15:42:59,4/19/2014 15:42:59,436,
1828,"Rewrite the sentence, changing the underlined word to an adverb.",Denise's thesis was <u>arguable</u> the most well written.,"---
- Denise's thesis was {arguably} the most well written.
",4/19/2014 15:42:59,4/19/2014 15:42:59,436,
1829,"Rewrite the sentence, changing the underlined word to an adverb.",James <u>accurate</u> impersonated Stephen Colbert.,"---
- James {accurately} impersonated Stephen Colbert.
",4/19/2014 15:42:59,4/19/2014 15:42:59,436,
1831,"Rewrite the sentence, changing the underlined word to an adverb.",He <u>rude</u> burped in front of everybody.,"---
- He {rudely} burped in front of everybody.
",4/19/2014 15:42:59,4/19/2014 15:42:59,437,
1832,"Rewrite the sentence, changing the underlined word to an adverb.",The girls <u>safe</u> made it home.,"---
- The girls {safely} made it home.
",4/19/2014 15:42:59,4/19/2014 15:42:59,437,
1833,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>can not</u> eat any more pie.,"---
- I {can't} eat any more pie.
",4/19/2014 15:43:00,4/19/2014 15:43:00,438,
1834,"Rewrite each sentence, changing the underlined words into a contraction.",He <u>can not</u> make this shot.,"---
- He {can't} make this shot.
",4/19/2014 15:43:00,4/19/2014 15:43:00,438,
1835,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>can not</u> come into work today because I feel sick.,"---
- I {can't} come into work today because I feel sick.
",4/19/2014 15:43:00,4/19/2014 15:43:00,439,
1836,"Rewrite each sentence, changing the underlined words into a contraction.","In space, you <u>can not</u> pour coffee into a cup like you can here.","---
- In space, you {can't} pour coffee into a cup like you can here.
",4/19/2014 15:43:00,4/19/2014 15:43:00,439,
1837,"Rewrite each sentence, changing the underlined words into a contraction.","If you pick at that scab, it <u>will not</u> heal quickly.","---
- If you pick at that scab, it {won't} heal quickly.
",4/19/2014 15:43:00,4/19/2014 15:43:00,439,
1838,"Rewrite each sentence, changing the underlined words into a contraction.",He said he <u>will not</u> go play outside.,"---
- He said he {won't} go play outside.
",4/19/2014 15:43:00,4/19/2014 15:43:00,439,
1839,"Rewrite each sentence, changing the underlined words into a contraction.","If you don't study, you <u>will not</u> do well on the test.","---
- If you don't study, you {won't} do well on the test.
",4/19/2014 15:43:00,4/19/2014 15:43:00,439,
1840,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>will not</u> go on that roller coaster.,"---
- I {won't} go on that roller coaster.
",4/19/2014 15:43:00,4/19/2014 15:43:00,440,
1841,"Rewrite each sentence, changing the underlined words into a contraction.",He told me he <u>will not</u> go to school today.,"---
- He told me he {won't} go to school today.
",4/19/2014 15:43:00,4/19/2014 15:43:00,440,
1842,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I have</u> been seeing some strange things recently.,"---
- {I've} been seeing some strange things recently.
",4/19/2014 15:43:00,4/19/2014 15:43:00,441,
1843,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I have</u> never been here before.,"---
- {I've} never been here before.
",4/19/2014 15:43:00,4/19/2014 15:43:00,441,
1844,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I have</u> never been so happy to get home.,"---
- {I've} never been so happy to get home.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1845,"Rewrite each sentence, changing the underlined words into a contraction.","If you like marzipan, then <u>I have</u> got a treat for you.","---
- If you like marzipan, then {I've} got a treat for you.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1846,"Rewrite each sentence, changing the underlined words into a contraction.",I think <u>that is</u> pretty much it.,"---
- I think {that's} pretty much it.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1847,"Rewrite each sentence, changing the underlined words into a contraction.",<u>That is</u> the best cup of tea I've ever had.,"---
- {That's} the best cup of tea I've ever had.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1848,"Rewrite each sentence, changing the underlined words into a contraction.",I don't think <u>it is</u> a good idea to jump across that gap.,"---
- I don't think {it's} a good idea to jump across that gap.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1849,"Rewrite each sentence, changing the underlined words into a contraction.",I think <u>it is</u> almost 9:30pm.,"---
- I think {it's} almost 9:30pm.
",4/19/2014 15:43:00,4/19/2014 15:43:00,442,
1850,"Rewrite each sentence, changing the underlined words into a contraction.",I think <u>that is</u> a four leaf clover.,"---
- I think {that's} a four leaf clover.
",4/19/2014 15:43:00,4/19/2014 15:43:00,443,
1851,"Rewrite each sentence, changing the underlined words into a contraction.",<u>That is</u> the last straw.,"---
- {That's} the last straw.
",4/19/2014 15:43:00,4/19/2014 15:43:00,443,
1852,"Rewrite each sentence, changing the underlined words into a contraction.",<u>It is</u> a really good thing I brought my raincoat.,"---
- {It's} a really good thing I brought my raincoat.
",4/19/2014 15:43:00,4/19/2014 15:43:00,444,
1853,"Rewrite each sentence, changing the underlined words into a contraction.",<u>It is</u> such a shame you are leaving so soon.,"---
- {It's} such a shame you are leaving so soon.
",4/19/2014 15:43:00,4/19/2014 15:43:00,444,
1854,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I am</u> really excited to go to college.,"---
- {I'm} really excited to go to college.
",4/19/2014 15:43:01,4/19/2014 15:43:01,445,
1855,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I am</u> going to visit my uncle in New York.,"---
- {I'm} going to visit my uncle in New York.
",4/19/2014 15:43:01,4/19/2014 15:43:01,445,
1856,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I am</u> not sure we should be here.,"---
- {I'm} not sure we should be here.
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1857,"Rewrite each sentence, changing the underlined words into a contraction.",<u>I am</u> going horseback riding this weekend.,"---
- {I'm} going horseback riding this weekend.
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1858,"Rewrite each sentence, changing the underlined words into a contraction.",I heard that <u>you are</u> working at the community theater.,"---
- I heard that {you're} working at the community theater.
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1859,"Rewrite each sentence, changing the underlined words into a contraction.",<u>You are</u> all running in the race this weekend.,"---
- {You're} all running in the race this weekend.
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1860,"Rewrite each sentence, changing the underlined words into a contraction.",<u>Let us</u> celebrate our last day of school together.,"---
- {Let's} celebrate our last day of school together.
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1861,"Rewrite each sentence, changing the underlined words into a contraction.",<u>Let us</u> do this!,"---
- {Let's} do this!
",4/19/2014 15:43:01,4/19/2014 15:43:01,446,
1862,"Rewrite each sentence, changing the underlined words into a contraction.",<u>You are</u> in big trouble for messing up the principal's car.,"---
- {You're} in big trouble for messing up the principal's car.
",4/19/2014 15:43:01,4/19/2014 15:43:01,447,
1863,"Rewrite each sentence, changing the underlined words into a contraction.",<u>You are</u> all very energetic today.,"---
- {You're} all very energetic today.
",4/19/2014 15:43:01,4/19/2014 15:43:01,447,
1864,"Rewrite each sentence, changing the underlined words into a contraction.",<u>Let us</u> go!,"---
- {Let's} go!
",4/19/2014 15:43:01,4/19/2014 15:43:01,448,
1865,"Rewrite each sentence, changing the underlined words into a contraction.",<u>Let us</u> go to the boardwalk tonight for some fun.,"---
- {Let's} go to the boardwalk tonight for some fun.
",4/19/2014 15:43:01,4/19/2014 15:43:01,448,
1866,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>have not</u> played lacrosse in awhile.,"---
- I {haven't} played lacrosse in awhile.
",4/19/2014 15:43:01,4/19/2014 15:43:01,449,
1867,"Rewrite each sentence, changing the underlined words into a contraction.",We <u>have not</u> eaten dinner yet.,"---
- We {haven't} eaten dinner yet.
",4/19/2014 15:43:01,4/19/2014 15:43:01,449,
1868,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>have not</u> ever crocheted a cap before.,"---
- I {haven't} ever crocheted a cap before.
",4/19/2014 15:43:01,4/19/2014 15:43:01,450,
1870,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>have not</u> tried the cheese.,"---
- I {haven't} tried the cheese.
",4/19/2014 15:43:01,4/19/2014 15:43:01,450,
1871,"Rewrite each sentence, changing the underlined words into a contraction.","When bears hibernate, they <u>do not</u> wake up for months.","---
- When bears hibernate, they {don't} wake up for months.
",4/19/2014 15:43:01,4/19/2014 15:43:01,450,
1872,"Rewrite each sentence, changing the underlined words into a contraction.",They <u>do not</u> know how to pitch a tent by themselves.,"---
- They {don't} know how to pitch a tent by themselves.
",4/19/2014 15:43:01,4/19/2014 15:43:01,450,
1873,"Rewrite each sentence, changing the underlined words into a contraction.",<u>Do not</u> yell in the library.,"---
- {Don't} yell in the library.
",4/19/2014 15:43:01,4/19/2014 15:43:01,450,
1874,"Rewrite each sentence, changing the underlined words into a contraction.",Please <u>do not</u> dive in the shallow end of the pool.,"---
- Please {don't} dive in the shallow end of the pool.
",4/19/2014 15:43:01,4/19/2014 15:43:01,451,
1875,"Rewrite each sentence, changing the underlined words into a contraction.",I <u>do not</u> think we have a test today.,"---
- I {don't} think we have a test today.
",4/19/2014 15:43:01,4/19/2014 15:43:01,451,
1878,"Rewrite the sentence, placing commas in the right places.","I now work at 44 Fifth Street Portland, Maine, 01234.","---
- I now work at {44 Fifth Street, Portland, Maine 01234}.
",4/19/2014 15:43:02,4/19/2014 15:43:02,453,
1879,"Rewrite the sentence, placing commas in the right places.",Please mail the package to 82 Hart St. Brooklyn NY 11237.,"---
- Please mail the package to {82 Hart St., Brooklyn, NY 11237}.
",4/19/2014 15:43:02,4/19/2014 15:43:02,453,
1880,"Rewrite the sentence, placing commas in the right places.",My hotel's address is 121 Deck House Road Edgecomb ME 04440.,"---
- My hotel's address is {121 Deck House Road, Edgecomb, ME 04440}.
",4/19/2014 15:43:02,4/19/2014 15:43:02,453,
1881,"Rewrite the sentence, placing commas in the right places.",We just moved to 52 Canoe Hill Road New Canaan CT 06840.,"---
- We just moved to {52 Canoe Hill Road, New Canaan, CT 06840}.
",4/19/2014 15:43:02,4/19/2014 15:43:02,453,
1885,"Rewrite the sentence, choosing the underlined word that is the past participle of ""lose.""",Adrian checked the <u>lose / lost</u> luggage for his bag.,"---
- Adrian checked the {lost} luggage for his bag.
",4/19/2014 15:43:03,4/19/2014 15:43:03,454,
1886,"Rewrite the sentence, changing the underlined word into its past participle.",I would not say that this is a <u>lose</u> cause.,"---
- I would not say that this is a {lost} cause.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1887,"Rewrite the sentence, changing the underlined word into its past participle.","In all likelihood, the <u>lose</u> keys are on the counter.","---
- In all likelihood, the {lost} keys are on the counter.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1888,"Rewrite the sentence, changing the underlined word into its past participle.",I have <u>lose</u> my way.,"---
- I have {lost} my way.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1889,"Rewrite the sentence, changing the underlined word into its past participle.",All is not <u>lose</u>.,"---
- All is not {lost}.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1890,"Rewrite the sentence, changing the underlined word into its past participle.",She has <u>lose</u> her ID.,"---
- She has {lost} her ID.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1891,"Rewrite the sentence, changing the underlined word into its past participle.",My <u>lose</u> ferret was in the yard this whole time.,"---
- My {lost} ferret was in the yard this whole time.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1892,"Rewrite the sentence, changing the underlined word into its past participle.",I found the <u>lose</u> footage of that documentary.,"---
- I found the {lost} footage of that documentary.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1893,"Rewrite the sentence, changing the underlined word into its past participle.",The long <u>lose</u> sisters were reunited.,"---
- The long {lost} sisters were reunited.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1894,"Rewrite the sentence, changing the underlined word into its past participle.",Mary has <u>lose</u> many of her belongings before she bought a purse.,"---
- Mary has {lost} many of her belongings before she bought a purse.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1895,"Rewrite the sentence, changing the underlined word into its past participle.",I have not <u>lose</u> contact with my old friends.,"---
- I have not {lost} contact with my old friends.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1896,"Rewrite the sentence, changing the underlined word into its past participle.",I'm relieved that your lost money was found.,"---
- I'm relieved that your {lost} money was found.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1897,"Rewrite the sentence, changing the underlined word into its past participle.",Tyler has <u>make</u> it into the final round!,"---
- Tyler has {made} it into the final round!
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1898,"Rewrite the sentence, changing the underlined word into its past participle.",We have <u>make</u> amends after arguing for so long.,"---
- We have {made} amends after arguing for so long.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1899,"Rewrite the sentence, changing the underlined word into its past participle.",Michelle has <u>make</u> cupcakes for everyone.,"---
- Michelle has {made} cupcakes for everyone.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1900,"Rewrite the sentence, changing the underlined word into its past participle.",We have <u>make</u> twenty dollars today.,"---
- We have {made} twenty dollars today.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1901,"Rewrite the sentence, changing the underlined word into its past participle.",The walls of the candy house are <u>make</u> out of gingerbread.,"---
- The walls of the candy house are {made} out of gingerbread.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1902,"Rewrite the sentence, changing the underlined word into its past participle.",He has <u>make</u> this mistake before.,"---
- He has {made} this mistake before.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1903,"Rewrite the sentence, changing the underlined word into its past participle.",Jody has <u>make</u> a good effort to eat vegetables.,"---
- Jody has {made} a good effort to eat vegetables.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1904,"Rewrite the sentence, changing the underlined word into its past participle.",Ben would have <u>make</u> a great chef.,"---
- Ben would have {made} a great chef.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1905,"Rewrite the sentence, changing the underlined word into its past participle.",This shed was <u>make</u> to endure harsh weather.,"---
- This shed was {made} to endure harsh weather.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1906,"Rewrite the sentence, changing the underlined word into its past participle.",My galoshes were <u>make</u> to resist water.,"---
- My galoshes were {made} to resist water.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1907,"Rewrite the sentence, changing the underlined word into its past participle.",I have <u>make</u> the best spaghetti ever.,"---
- I have {made} the best spaghetti ever.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1908,"Rewrite the sentence, changing the underlined word into its past participle.","By the time I came outside, my car was <u>go</u>!","---
- By the time I came outside, my car was {gone}!
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1909,"Rewrite the sentence, changing the underlined word into its past participle.",The sofa was <u>go</u> before I could buy it.,"---
- The sofa was {gone} before I could buy it.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1910,"Rewrite the sentence, changing the underlined word into its past participle.",They have <u>go</u> home.,"---
- They have {gone} home.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1911,"Rewrite the sentence, changing the underlined word into its past participle.",Ann has spontaneously <u>go</u> to London without planning ahead.,"---
- Ann has spontaneously {gone} to London without planning ahead.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1912,"Rewrite the sentence, changing the underlined word into its past participle.",My chance to catch the train is long <u>go</u>.,"---
- My chance to catch the train is long {gone}.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1913,"Rewrite the sentence, changing the underlined word into its past participle.",The nomadic tribe has <u>go</u> to where there is food.,"---
- The nomadic tribe has {gone} to where there is food.
",4/19/2014 15:43:03,4/19/2014 15:43:03,455,
1914,"Rewrite the sentence, choosing the underlined word that is the past participle of ""make.""",We have <u>make / made</u> many quilts over the years.,"---
- We have {made} many quilts over the years.
",4/19/2014 15:43:03,4/19/2014 15:43:03,456,
1915,"Rewrite the sentence, choosing the underlined word that is the past participle of ""make.""",She liked what Sam had <u>make / made</u> when he was studying origami.,"---
- She liked what Sam had {made} when he was studying origami.
",4/19/2014 15:43:03,4/19/2014 15:43:03,456,
1917,"Rewrite the sentence, choosing the underlined word that is the past participle of ""go.""",Josh has <u>go / gone</u> overseas for a job interview.,"---
- Josh has {gone} overseas for a job interview.
",4/19/2014 15:43:04,4/19/2014 15:43:04,457,
1918,"Rewrite the sentence, changing the underlined word to its past participle by adding ""ed"" to the end of it.","<u>Salt / Salted</u> foods last longer, but may not be as healthy.","---
- {Salted} foods last longer, but may not be as healthy.
",4/19/2014 15:43:04,4/19/2014 15:43:04,458,
1919,"Rewrite the sentence, changing the underlined word into its past participle.",Karen is <u>interest / interested</u> in psychology.,"---
- Karen is {interested} in psychology.
",4/19/2014 15:43:04,4/19/2014 15:43:04,458,
1920,"Rewrite the sentence, changing the underlined word into its past participle.",I have <u>call</u> you before today.,"---
- I have {called} you before today.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1921,"Rewrite the sentence, changing the underlined word into its past participle.",The sunset <u>reflected</u> off the buildings.,"---
- The sunset {reflected} off the buildings.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1922,"Rewrite the sentence, changing the underlined word into its past participle.",I have <u>eat</u> at this restaurant every week for a year.,"---
- I have {eaten} at this restaurant every week for a year.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1923,"Rewrite the sentence, changing the underlined word into its past participle.",A raccoon has <u>eat</u> all the fish.,"---
- A raccoon has {eaten} all the fish.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1924,"Rewrite the sentence, changing the underlined word into its past participle.",A hungry bear had voraciously <u>eat</u> all the salmon.,"---
- A hungry bear had voraciously {eaten} all the salmon.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1925,"Rewrite the sentence, changing the underlined word into its past participle.",I have once <u>eat</u> caribou meat.,"---
- I have once {eaten} caribou meat.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1926,"Rewrite the sentence, changing the underlined word into its past participle.",Half <u>eat</u> strawberries were all over the floor.,"---
- Half {eaten} strawberries were all over the floor.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1927,"Rewrite the sentence, changing the underlined word into its past participle.",Have you <u>eat</u> Thai cuisine before?,"---
- Have you {eaten} Thai cuisine before?
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1928,"Rewrite the sentence, changing the underlined word into its past participle.",Our goats have <u>eat</u> almost anything given to them.,"---
- Our goats have {eaten} almost anything given to them.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1929,"Rewrite the sentence, changing the underlined word into its past participle.",The zoo's pandas have <u>eat</u> twice their weight in bamboo.,"---
- The zoo's pandas have {eaten} twice their weight in bamboo.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1930,"Rewrite the sentence, changing the underlined word into its past participle.",It has <u>be</u> a pleasure meeting you.,"---
- It has {been} a pleasure meeting you.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1931,"Rewrite the sentence, changing the underlined word into its past participle.",We have <u>be</u> putting off our work.,"---
- We have {been} putting off our work.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1932,"Rewrite the sentence, changing the underlined word into its past participle.",We've <u>be</u> procrastinating too long for a break.,"---
- We've {been} procrastinating too long for a break.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
1933,"Rewrite the sentence, changing the underlined word into its past participle.",He has <u>be</u> convinced he's right for a week.,"---
- He has {been} convinced he's right for a week.
",4/19/2014 15:43:04,4/19/2014 15:43:04,459,
