id,title,created,modified,categoryId,workbookId,description,classification,uid,flags
278,"To, Too, & Two",4/19/2014 15:42:21,4/19/2014 15:42:21,20,1,"<b>To:</b> I sent an email <b>to</b> you.



<b>Too:</b> Brett sent you an email <b>too</b>.



<b>Two:</b> Pat sent you not one, but <b>two</b> emails.



<br>



<b>To</b> is used mostly to show where something is moving <b>Too</b> can either mean """"also"""" or """"excessive"""". <b>Two</b> is the number after """"one"""".



<br>",Commonly Confused Words,"To, Too, Two-1","{archived,production}"
283,"Practice: You're, Your",4/19/2014 15:42:22,4/20/2014 17:15:24,1,1,,,"You're, Your-alpha","{beta,production}"
280,"To, Too, & Two",4/19/2014 15:42:21,4/19/2014 15:42:21,20,1,"<b>To:</b> I sent an email <b>to</b> you.



<b>Too:</b> Brett sent you an email <b>too</b>.



<b>Two:</b> Pat sent you not one, but <b>two</b> emails.



<br>



<b>To</b> is used mostly to show where something is moving <b>Too</b> can either mean ""also"" or ""excessive."" <b>Two</b> is the number after ""one"".



<br>",Commonly Confused Words,"To, Too, Two-2","{archived,production}"
281,"To, Too, & Two",4/19/2014 15:42:22,4/19/2014 15:42:22,20,1,"<b>To:</b> I sent an email <b>to</b> you.



<b>Too:</b> Brett sent you an email <b>too</b>.



<b>Two:</b> Pat sent you not one, but <b>two</b> emails.



<br>



<b>To</b> is used mostly to show where something is moving <b>Too</b> can either mean ""also"" or ""excessive"". <b>Two</b> is the number after ""one"".



<br>",Commonly Confused Words,"To, Too, Two-3","{archived,production}"
282,Your vs. You're,4/19/2014 15:42:22,4/19/2014 15:42:22,20,1,"""<b>Your:</b> I need to borrow <b>your</b> umbrella.



<b>You're:</b> I hope that <b>you're</b> going to lend me one.



<br>







We use <b>your</b> when something belongs to ""you.""  <b>You're</b> means ""you are.""



<br>",Commonly Confused Words,"You're, Your-1","{archived,production}"
285,Which,4/19/2014 15:42:23,4/19/2014 15:42:23,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.

<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.

<br>

We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.

<br>",Relative Pronoun,"Beginner: Which, Who, Where-1","{archived,production}"
286,Which,4/19/2014 15:42:23,4/19/2014 15:42:23,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.
<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.
<br>
We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.
<br>",Relative Pronoun,"Beginner: Which, Who, Where-alpha","{archived,production}"
287,Who,4/19/2014 15:42:23,4/19/2014 15:42:23,16,1,"<b>Correct:</b> Have you met the girl <b>who</b> started in grade 7 last week?

<b>Incorrect:</b> Have you met the girl <u>that</u> started in grade 7 last week?

<br>

We use <b>who</b> to give more details about a person (the girl). <b>Who</b> is used for someone (the girl) who <i>does</i> an action (started in grade 7) instead of <u>receiving</u> an action.

<br>",Relative Pronoun,"Beginner: Which, Who, Where-2","{archived,production}"
288,Where,4/19/2014 15:42:23,4/19/2014 15:42:23,16,1,"<b>Correct:</b> Let's go to the living room, <b>where</b> we will serve drinks.

<b>Incorrect:</b> Let's go to the living room, <u>when</u> we will serve drinks.

<br>

<b>Where</b> is used to talk about something happening (serve drinks) in, on, or at a certain place (living room).

<br>",Relative Pronoun,"Beginner: Which, Who, Where-3","{archived,production}"
289,Whose,4/19/2014 15:42:24,4/19/2014 15:42:24,16,1,"<b>Correct:</b> My friend Steve, <b>whose</b> <u>job</u> is fun, loves going to work.

<b>Incorrect:</b> My friend Steve, <b>who</b> <u>job</u> is fun, loves going to work.

<br>

We use <b>whose</b> to give more details about something the subject (Steve) owns (<u>job</u>).

<br>",Relative Pronoun,"Beginner: Whose, That, When-1","{archived,production}"
290,Whose,4/19/2014 15:42:24,4/19/2014 15:42:24,16,1,"<b>Correct:</b> My friend Steve, <b>whose</b> <u>job</u> is fun, loves going to work.
<b>Incorrect:</b> My friend Steve, <u>who job</u> is fun, loves going to work.
<br>
We use <b>whose</b> to give more details about something the subject (Steve) owns (<u>job</u>).
<br>",Relative Pronoun,"Beginner: Whose, That, When-alpha","{archived,production}"
291,That,4/19/2014 15:42:24,4/19/2014 15:42:24,16,1,"""<b>Incorrect:</b> Did you get the email <u>who</u> I sent this morning?

<b>Correct:</b> Did you get the email <b>that</b> I sent this morning?

<br>

We use <b>that</b> to give more details about an <i>object</i> (the email).

Unlike """"which"""", we use <b>that</b> when the details are are important to the meaning of the sentence (<b>that</b> I sent this morning). We usually don't place commas before <b>that</b>.

<br>""",Relative Pronoun,"Beginner: Whose, That, When-2","{archived,production}"
292,When,4/19/2014 15:42:24,4/19/2014 15:42:24,16,1,"<b>Correct:</b> My favorite time of year is autumn, <b>when</b> all the leaves change color.

<b>Incorrect:</b> My favorite time of year is autumn, <u>where</u> all the leaves change color.

<br>

<b>When</b> is used to to talk about something happening (leaves change color) in on, or at a certain time (autumn).

<br>",Relative Pronoun,"Beginner: Whose, That, When-3","{archived,production}"
293,Whom,4/19/2014 15:42:24,4/19/2014 15:42:24,16,1,"""<b>Correct:</b> My father, <b>whom</b> <u>I respect</u>, is a self-made man.

<b>Incorrect:</b> My father, <u>who I respect</u>, is a self-made man.

<br>

We use <b>whom</b> to give more details about someone (My father) who <i>receives</i> an action (<u>I respect</u>) instead of <i>doing</i> an action. The example above says that someone (<u>I</u>) respects her father, which means that """"father"""" receives the action, """"respect"""".

<br>

""",Relative Pronoun,"Beginner: Whom, Why-1","{archived,production}"
294,Whom,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>Correct:</b> My father, <b>whom</b> <u>I respect</u>, is a self-made man.
<b>Incorrect:</b> My father, <u>who I respect</u>, is a self-made man.
<br>
We use <b>whom</b> to give more details about someone (My father) who <i>receives</i> an action (<u>I respect</u>) instead of <i>doing</i> an action. The example above says that someone (<u>I</u>) respects her father, which means that ""father"" receives the action, ""respect"".
<br>
",Relative Pronoun,"Beginner: Whom, Why-alpha","{archived,production}"
295,Why,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>Correct:</b> Please tell me <b>why</b> you missed the meeting.

<b>Incorrect:</b> Please tell me <u>where</u> you missed the meeting.

<br>

<b>Why</b> is used to talk about something happening (missed the meeting) for a certain reason.

<br>",Relative Pronoun,"Beginner: Whom, Why-2","{archived,production}"
296,Which,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.
<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.
<br>
We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.
<br>",Relative Pronoun,"Intermediate: Which, Where, When-1","{archived,production}"
297,Which,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.
<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.
<br>
We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.
<br>",Relative Pronoun,"Intermediate: Which, Where, When-alpha","{archived,production}"
298,Where,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>Correct:</b> Let's go to the living room, <b>where</b> we will serve drinks.
<b>Incorrect:</b> Let's go to the living room, <u>when</u> we will serve drinks.
<br>
<b>Where</b> is used to talk about something happening (serve drinks) in, on, or at a certain place (living room).
<br>",Relative Pronoun,"Intermediate: Which, Where, When-2","{archived,production}"
299,When,4/19/2014 15:42:25,4/19/2014 15:42:25,16,1,"<b>Correct:</b> My favorite time of year is autumn, <b>when</b> all the leaves change color.
<b>Incorrect:</b> My favorite time of year is autumn, <u>where</u> all the leaves change color.
<br>
<b>When</b> is used to to talk about something happening (leaves change color) in on, or at a certain time (autumn).
<br>",Relative Pronoun,"Intermediate: Which, Where, When-3","{archived,production}"
300,Who,4/19/2014 15:42:26,4/19/2014 15:42:26,16,1,"<b>Correct:</b> Have you met the girl <b>who</b> started in grade 7 last week?
<b>Incorrect:</b> Have you met the girl <u>that</u> started in grade 7 last week?
<br>
We use <b>who</b> to give more details about a person (the girl). <b>Who</b> is used for someone (the girl) who <i>does</i> an action (started in grade 7) instead of <u>receiving</u> an action.
<br>",Relative Pronoun,"Intermediate: Whose, Whom, Who-2","{archived,production}"
301,Who,4/19/2014 15:42:26,4/19/2014 15:42:26,16,1,"<b>Correct:</b> Have you met the girl <b>who</b> started in grade 7 last week?
<b>Incorrect:</b> Have you met the girl <u>that</u> started in grade 7 last week?
<br>
We use <b>who</b> to give more details about a person (the girl). <b>Who</b> is used for someone (the girl) who <i>does</i> an action (started in grade 7) instead of <u>receiving</u> an action.
<br>",Relative Pronoun,"Intermediate: Whose, Whom, Who-alpha","{archived,production}"
302,Whose,4/19/2014 15:42:26,4/19/2014 15:42:26,16,1,"<b>Correct:</b> My friend Steve, <b>whose</b> <u>job</u> is fun, loves going to work.
<b>Incorrect:</b> My friend Steve, <u>who job</u> is fun, loves going to work.
<br>
We use <b>whose</b> to give more details about something the subject (Steve) owns (<u>job</u>).
<br>",Relative Pronoun,"Intermediate: Whose, Whom, Who-1","{archived,production}"
303,Whom,4/19/2014 15:42:26,4/19/2014 15:42:26,16,1,"<b>Correct:</b> My father, <b>whom</b> <u>I respect</u>, is a self-made man.
<b>Incorrect:</b> My father, <u>who I respect</u>, is a self-made man.
<br>
We use <b>whom</b> to give more details about someone (My father) who <i>receives</i> an action (<u>I respect</u>) instead of <i>doing</i> an action. The example above says that someone (<u>I</u>) respects her father, which means that ""father"" receives the action, ""respect"".
<br>
",Relative Pronoun,"Intermediate: Whose, Whom, Who-3","{archived,production}"
304,That,4/19/2014 15:42:26,4/19/2014 15:42:26,16,1,"<b>Incorrect:</b> Did you get the email <u>who</u> I sent this morning?
<b>Correct:</b> Did you get the email <b>that</b> I sent this morning?
<br>
We use <b>that</b> to give more details about an <i>object</i> (the email).
Unlike ""which"", we use <b>that</b> when the details are are important to the meaning of the sentence (<b>that</b> I sent this morning). We usually don't place commas before <b>that</b>.
<br>",Relative Pronoun,"Intermediate: Why, That-1","{archived,production}"
305,That,4/19/2014 15:42:26,4/19/2014 15:42:27,16,1,"<b>Incorrect:</b> Did you get the email <u>who</u> I sent this morning?
<b>Correct:</b> Did you get the email <b>that</b> I sent this morning?
<br>
We use <b>that</b> to give more details about an <i>object</i> (the email).
Unlike ""which"", we use <b>that</b> when the details are are important to the meaning of the sentence (<b>that</b> I sent this morning). We usually don't place commas before <b>that</b>.
<br>",Relative Pronoun,"Intermediate: Why, That-alpha","{archived,production}"
307,Who,4/19/2014 15:42:27,4/19/2014 15:42:27,16,1,"<b>Correct:</b> Have you met the girl <b>who</b> started in grade 7 last week?
<b>Incorrect:</b> Have you met the girl <u>that</u> started in grade 7 last week?
<br>
We use <b>who</b> to give more details about a person (the girl). <b>Who</b> is used for someone (the girl) who <i>does</i> an action (started in grade 7) instead of <u>receiving</u> an action.
<br>",Relative Pronoun,"Advanced: Whose, Whom, Who-2","{archived,production}"
310,Whom,4/19/2014 15:42:29,4/19/2014 15:42:29,16,1,"<b>Correct:</b> My father, <b>whom</b> <u>I respect</u>, is a self-made man.
<b>Incorrect:</b> My father, <u>who I respect</u>, is a self-made man.
<br>
We use <b>whom</b> to give more details about someone (My father) who <i>receives</i> an action (<u>I respect</u>) instead of <i>doing</i> an action. The example above says that someone (<u>I</u>) respects her father, which means that ""father"" receives the action, ""respect"".
<br>
",Relative Pronoun,"Advanced: Whose, Whom, Who-3","{archived,production}"
311,Which,4/19/2014 15:42:29,4/19/2014 15:42:29,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.
<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.
<br>
We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.
<br>",Relative Pronoun,"Advanced: Which, That-1","{archived,production}"
313,That,4/19/2014 15:42:29,4/19/2014 15:42:29,16,1,"<b>Incorrect:</b> Did you get the email <u>who</u> I sent this morning?
<b>Correct:</b> Did you get the email <b>that</b> I sent this morning?
<br>
We use <b>that</b> to give more details about an <i>object</i> (the email).
Unlike ""which"", we use <b>that</b> when the details are are important to the meaning of the sentence (<b>that</b> I sent this morning). We usually don't place commas before <b>that</b>.
<br>",Relative Pronoun,"Advanced: Which, That-2","{archived,production}"
308,"Practice: Whose, Whom, Who",4/19/2014 15:42:27,4/20/2014 20:03:43,16,1,"<b>Correct:</b> Have you met the girl <b>who</b> started in grade 7 last week?
<b>Incorrect:</b> Have you met the girl <u>that</u> started in grade 7 last week?
<br>
We use <b>who</b> to give more details about a person (the girl). <b>Who</b> is used for someone (the girl) who <i>does</i> an action (started in grade 7) instead of <u>receiving</u> an action.
<br>",Relative Pronoun,"Advanced: Whose, Whom, Who-alpha","{archived,production}"
312,"Practice: Which, That",4/19/2014 15:42:29,4/21/2014 0:02:04,16,1,"<b>That:</b> The new classrooms <u>that</u> had their walls painted look great.
<b>Which:</b> The new classrooms, <b>which</b> had their walls painted, look great.
<br>
We use <b>which</b> to give more details about something (new classrooms), but the details don't change the meaning of the sentence. In the first example, using ""that"" means <i>only</i> the painted classrooms look great. In the second example, using <b>which</b> means that the new classrooms look great, and they also <i>happen</i> to be painted. We usually place commas before <b>which</b>.
<br>",Relative Pronoun,"Advanced: Which, That-alpha","{archived,production}"
314,Where,4/19/2014 15:42:30,4/19/2014 15:42:30,16,1,"<b>Correct:</b> Let's go to the living room, <b>where</b> we will serve drinks.
<b>Incorrect:</b> Let's go to the living room, <u>when</u> we will serve drinks.
<br>
<b>Where</b> is used to talk about something happening (serve drinks) in, on, or at a certain place (living room).
<br>",Relative Pronoun,"Advanced: Where, Why, When-1","{archived,production}"
316,When,4/19/2014 15:42:30,4/19/2014 15:42:30,16,1,"<b>Correct:</b> My favorite time of year is autumn, <b>when</b> all the leaves change color.
<b>Incorrect:</b> My favorite time of year is autumn, <u>where</u> all the leaves change color.
<br>
<b>When</b> is used to to talk about something happening (leaves change color) in on, or at a certain time (autumn).
<br>",Relative Pronoun,"Advanced: Where, Why, When-3","{archived,production}"
317,Why,4/19/2014 15:42:30,4/19/2014 15:42:30,16,1,"<b>Correct:</b> Please tell me <b>why</b> you missed the meeting.
<b>Incorrect:</b> Please tell me <u>where</u> you missed the meeting.
<br>
<b>Why</b> is used to talk about something happening (missed the meeting) for a certain reason.
<br>",Relative Pronoun,"Advanced: Where, Why, When-2","{archived,production}"
318,Present Progressive,4/19/2014 15:42:31,4/19/2014 15:42:31,17,1,"<b>Simple Present:</b> Jesse <u>thinks</u> about seagulls.

<b>Present Progressive:</b> Jesse <b>is thinking</b> about seagulls right now.

<br>

Present progressive tense describes an ongoing action that is happening <i>right now</i> (Jesse <b>is thinking</b> right now). This tense is made by putting words like ""am"", ""is"", and ""are"" before the verb, and adding ""ing"" to the end of the verb (<b>is</b> think<b>ing</b>).

<br>",Present Progressive Tense,The Progressive Tense-1,"{archived,production}"
315,"Practice: Where, Why, When",4/19/2014 15:42:30,4/20/2014 20:43:25,16,1,"<b>Correct:</b> Let's go to the living room, <b>where</b> we will serve drinks.
<b>Incorrect:</b> Let's go to the living room, <u>when</u> we will serve drinks.
<br>
<b>Where</b> is used to talk about something happening (serve drinks) in, on, or at a certain place (living room).
<br>",Relative Pronoun,"Advanced: Where, Why, When-alpha","{archived,production}"
320,Past Progressive,4/19/2014 15:42:32,4/19/2014 15:42:32,17,1,"<b>Simple Past:</b> James <u>cleaned</u> the mess he made when his mom walked in the room.

<b>Past Progressive:</b> James <b>was cleaning</b> the mess he made when his mom walked in the room.

<br>

Past progressive tense describes something which was happening (<b>was cleaning</b>) when something else occurred (mom walked in). This tense is made by putting words like""am"", ""is"", and ""are"" before the verb, and adding ""ing"" at the end of the verb (<b>was</b> clean<b>ing</b>).

<br>",Past Progressive Tense,The Progressive Tense-2,"{archived,production}"
321,Future Progressive,4/19/2014 15:42:32,4/19/2014 15:42:32,17,1,"<b>Simple Future:</b> Alice <u>will watch</u> TV when her mother comes home.

<b>Future Progressive:</b> Alice <b>will be watching</b> TV when her mother comes home.

<br>

Future progressive tense describes an ongoing action (<b>watching</b> tv) that will take place in the future (when her mother comes home). This tense is made by putting words like ""am"", ""is"", and ""are"" before the verb, and adding ""ing"" to the end of the verb (<b>will be</b> watch<b>ing</b>).

<br>",Future Progressive Tense,The Progressive Tense-3,"{archived,production}"
322,Comparative Adjectives,4/19/2014 15:42:33,4/19/2014 15:42:33,30,1,"<b>Correct:</b> James is <b>taller</b> than Steve.

<b>Incorrect:</b> Jame is <u>more tall</u> than Steve.



Comparative adjectives tell us how one thing (James) is ""more"" or ""less"" than another thing (Steve). Regular comparative adjectives are formed by adding ""er"" to the end of a word (**taller**).",Comparative Adjective,Comparative and Superlative Adjectives-1,"{archived,production}"
323,Practice: Comparative and Superlative Adjectives,4/19/2014 15:42:33,4/20/2014 20:25:11,30,1,"<b>Correct:</b> James is <b>taller</b> than Steve.
<b>Incorrect:</b> Jame is <u>more tall</u> than Steve.

Comparative adjectives tell us how one thing (James) is ""more"" or ""less"" than another thing (Steve). Regular comparative adjectives are formed by adding ""er"" to the end of a word (**taller**).",Comparative Adjective,Comparative and Superlative Adjectives-alpha,"{archived,production}"
324,Superlative Adjectives,4/19/2014 15:42:33,4/19/2014 15:42:33,30,1,"<b>Correct:</b> James is the <b>tallest</b> guy in school.

<b>Incorrect:</b> James is the <u>most tall</u> guy in school.



Superlative adjectives tell us how one thing (James) is the ""most"" or ""least"". Regular superlative adjectives are formed by adding ""est"" to the end of a word (**tallest**).",Superlative Adjective,Comparative and Superlative Adjectives-2,"{archived,production}"
325,"Adjectives Ending in ""y""",4/19/2014 15:42:33,4/19/2014 15:42:33,30,1,"<b>Correct:</b> Papayas are considered to be <b>healthier</b> than bananas.

<b>Incorrect:</b> Papayas are considered to be <u>healthyer</u> than bananas.



To make an adjective ending in ""y"" (healthy) comparative, we change the ""y"" to an ""ier"" to the end of the word (**healthier**).",Comparative Adjective,"Comparative and Superlative Adjectives Ending in ""Y""-1","{archived,production}"
319,Practice: Progressive Tense,4/19/2014 15:42:31,4/20/2014 18:28:50,17,1,"<b>Simple Present:</b> Jesse <u>thinks</u> about seagulls.
<b>Present Progressive:</b> Jesse <b>is thinking</b> about seagulls right now.
<br>
Present progressive tense describes an ongoing action that is happening <i>right now</i> (Jesse <b>is thinking</b> right now). This tense is made by putting words like “am,” “is”, and “are” before the verb, and adding “ing” to the end of the verb (<b>is</b> think<b>ing</b>).
<br>",Present Progressive Tense,The Progressive Tense-alpha,"{archived,production}"
327,"Adjectives ending in ""y"" (Superlative)",4/19/2014 15:42:34,4/19/2014 15:42:34,30,1,"Correct: Are papayas the <b>healthiest</b> fruit of all?

Incorrect: Are papayas the <u>healthyest</u> fruitof all?



To make an adjective ending in ""y"" (healthy) superlative, we change the ""y"" to an ""iest"" to the end of the word (**healthiest**).",Superlative Adjective,"Comparative and Superlative Adjectives Ending in ""Y""-2","{archived,production}"
326,"Practice: Comparative and Superlative Adjectives Ending in ""y""",4/19/2014 15:42:33,4/20/2014 18:00:47,30,1,"<b>Correct:</b> Papayas are considered to be <b>healthier</b> than bananas.
<b>Incorrect:</b> Papayas are considered to be <u>healthyer</u> than bananas.

To make an adjective ending in ""y"" (healthy) comparative, we change the ""y"" to an ""ier"" to the end of the word (**healthier**).",Comparative Adjective,"Comparative and Superlative Adjectives Ending in ""Y""-alpha","{archived,production}"
328,Better & Best,4/19/2014 15:42:34,4/19/2014 15:42:34,30,1,"""<b>Correct:</b> Who here is the <b>best</b> at playing chess?

<b>Incorrect:</b> Who here is the <u>goodest</u> at playing chess?



The comparative adjective for """"good"""" is <b>better</b>. The superlative adjective for """"good"""" is <b>best</b>.""",Comparative / Superlative Adjective,"Better & Best, Worse & Worst-1","{archived,production}"
343,"Practice: Sat, Hid",4/19/2014 15:42:37,4/20/2014 17:59:23,12,1,"<b>Correct:</b> Everyone <b>sat</b> quietly while they waited to board the plane.
<b>Incorrect:</b> Everyone <u>sitted</u> quietly while they waited to board the plane.
<br>
The past tense of ""sit"" is <b>sat</b>.
<br>",Irregular Past Tense,"Sit/Sat, Hid/Hide-alpha","{archived,production}"
330,Worse & Worst,4/19/2014 15:42:34,4/19/2014 15:42:34,30,1,"<b>Correct:</b> It is <b>worse</b> to have never tried than to fail.

<b>Incorrect:</b> It is <u>badder</u> to have never tried than to fail.



The comparative adjective for ""bad"" is <b>worse</b>. The superlative adjective for ""bad"" is <b>worst</b>.",Comparative / Superlative Adjective,"Better & Best, Worse & Worst-2","{archived,production}"
331,Capitalize Appropriate Words in Titles,4/19/2014 15:42:35,4/19/2014 15:42:35,31,1,"<b>Correct:</b> My favorite book is called <i>A Return to the Beginnings of Time and Space.</i>

<b>Incorrect:</b> My favorite book is called <i>A return to the beginnings of time and space.</i>



When we write out titles, we always capitalize the first word in the title along with proper nouns and longer words. 



Smaller words like articles (the), conjunctions (but), and prepositions (to) remain in the lower case.",Capitalization,Capitalizing Words in Titles-1,"{archived,production}"
333,Broke,4/19/2014 15:42:36,4/19/2014 15:42:36,12,1,"<b>Correct:</b> He <b>broke</b> my favorite cup.

<b>Incorrect:</b> He <u>breaked</u> my favorite cup.

<br>

The past tense of """"break"""" is <b>broke</b>.

<br>",Irregular Past Tense,"Built/Build, Break/Broke-1","{archived,production}"
341,"Practice: Wrote, Spoke",4/19/2014 15:42:37,4/20/2014 17:48:19,12,1,"<b>Correct:</b> My brother <b>wrote</b> me an email, but I never received it.
<b>Incorrect:</b> My brother <u>writed</u> me an email, but I never received it.
<br>
The past tense of ""write"" is <b>wrote</b>.
<br>",Irregular Past Tense,"Write/Wrote, Speak/Spoke-alpha","{archived,production}"
335,Built,4/19/2014 15:42:36,4/19/2014 15:42:36,12,1,"<b>Correct:</b> My mom <b>built</b> that chicken coop last year.

<b>Incorrect:</b> My mom <u>builded</u> that chicken coop last year.

<br>

The past tense of """"build"""" is <b>built</b>.

<br>",Irregular Past Tense,"Built/Build, Break/Broke-2","{archived,production}"
336,Came,4/19/2014 15:42:36,4/19/2014 15:42:36,12,1,"<b>Correct:</b> I'm glad you <b>came</b> to my party.

<b>Incorrect:</b> I'm glad you <u>comed</u> to my party.

<br>

The past tense of ""come"" is <b>came</b>.

<br>",Irregular Past Tense,"Come/Came, Go/Went, Do/Did-1","{archived,production}"
338,Did,4/19/2014 15:42:36,4/19/2014 15:42:36,12,1,"<b>Correct:</b> I <b>did</b> too much work today.

<b>Incorrect:</b> I <u>doe</u>d too much work today.

<br>

The past tense of ""do"" is <b>did</b>.

<br>",Irregular Past Tense,"Come/Came, Go/Went, Do/Did-2","{archived,production}"
339,Went,4/19/2014 15:42:36,4/19/2014 15:42:36,12,1,"<b>Correct:</b> My friends and I <b>went</b> shopping an hour ago.

<b>Incorrect:</b> My friends and I <u>goed</u> shopping an hour ago.

<br>

The past tense of ""go"" is <b>went</b>.

<br>",Irregular Past Tense,"Come/Came, Go/Went, Do/Did-3","{archived,production}"
340,Wrote,4/19/2014 15:42:37,4/19/2014 15:42:37,12,1,"<b>Correct:</b> My brother <b>wrote</b> me an email, but I never received it.

<b>Incorrect:</b> My brother <u>writed</u> me an email, but I never received it.

<br>

The past tense of """"write"""" is <b>wrote</b>.

<br>",Irregular Past Tense,"Write/Wrote, Speak/Spoke-1","{archived,production}"
329,"Practice: Better & Best, Worse & Worst",4/19/2014 15:42:34,4/20/2014 17:57:35,30,1,"<b>Correct:</b> Who here is the <b>best</b> at playing chess?
<b>Incorrect:</b> Who here is the <u>goodest</u> at playing chess?

The comparative adjective for ""good"" is <b>better</b>. The superlative adjective for ""good"" is <b>best</b>.",Comparative / Superlative Adjective,"Better & Best, Worse & Worst-alpha","{archived,production}"
342,Spoke,4/19/2014 15:42:37,4/19/2014 15:42:37,12,1,"<b>Correct:</b> That lady <b>spoke</b> to me in a nasty tone.

<b>Incorrect:</b> That lady <u>speaked</u> to me in a nasty tone.

<br>

The past tense of """"speak"""" is <b>spoke</b>.

<br>",Irregular Past Tense,"Write/Wrote, Speak/Spoke-2","{archived,production}"
344,Sat,4/19/2014 15:42:37,4/19/2014 15:42:37,12,1,"<b>Correct:</b> Everyone <b>sat</b> quietly while they waited to board the plane.

<b>Incorrect:</b> Everyone <u>sitted</u> quietly while they waited to board the plane.

<br>

The past tense of ""sit"" is <b>sat</b>.

<br>",Irregular Past Tense,"Sit/Sat, Hid/Hide-1","{archived,production}"
345,Hid,4/19/2014 15:42:38,4/19/2014 15:42:38,12,1,"<b>Correct:</b> Janice <u>hid</u> a note in my backpack.

<b>Incorrect:</b> Janice <u>hided</u> a note in my backpack.

<br>

The past tense of ""hide"" is <u>hid</u>.

<br>",Irregular Past Tense,"Sit/Sat, Hid/Hide-2","{archived,production}"
346,Knew,4/19/2014 15:42:38,4/19/2014 15:42:38,12,1,"<b>Correct:</b> In middle school, Lisa <b>knew</b> more about animals than anyone else.

<b>Incorrect:</b> In middle school, Lisa <u>knowed</u> more about animals than anyone else.

<br>

The past tense of ""know"" is <b>knew</b>.

<br>",Irregular Past Tense,"Know/Knew, Make/Made, Become/Became-1","{archived,production}"
334,"Practice: Built/Build, Break/Broke",4/19/2014 15:42:36,4/20/2014 17:18:49,1,1,,,"Built/Build, Break/Broke-alpha","{beta,production}"
348,Made,4/19/2014 15:42:38,4/19/2014 15:42:38,12,1,"<b>Correct:</b> I <u>made</u> a vase out of clay.

<b>Incorrect:</b> I <u>maked</u> a vase out of clay.

<br>

The past tense of ""make"" is <b>made</b>.

<br>",Irregular Past Tense,"Know/Knew, Make/Made, Become/Became-2","{archived,production}"
349,Became,4/19/2014 15:42:38,4/19/2014 15:42:38,12,1,"<b>Correct:</b> After three years of practice, I <b>became</b> a skillful archer.

<b>Incorrect:</b> After three years of practice, I <u>becomed</u> a skillful archer.

<br>

The past tense of ""become"" is <b>became</b>.

<br>",Irregular Past Tense,"Know/Knew, Make/Made, Become/Became-3","{archived,production}"
350,Saw,4/19/2014 15:42:38,4/19/2014 15:42:38,12,1,"<b>Correct:</b> We saw a wild boar the other day in the woods.

<b>Incorrect:</b> We seen a wild boar the other day in the woods.

<br>

The past tense of ""see"" is <b>saw</b>.",Irregular Past Tense,"See/Saw, Dig/Dug-1","{archived,production}"
347,"Practice: Knew, Made, Became",4/19/2014 15:42:38,4/20/2014 19:47:50,12,1,"<b>Correct:</b> In middle school, Lisa <b>knew</b> more about animals than anyone else.
<b>Incorrect:</b> In middle school, Lisa <u>knowed</u> more about animals than anyone else.
<br>
The past tense of ""know"" is <b>knew</b>.
<br>",Irregular Past Tense,"Know/Knew, Make/Made, Become/Became-alpha","{archived,production}"
